projectId,startDate,endDate,ProjValue,impact_category,process_name,kpi_name,actual,bp_lower_bound,bp_upper_bound,bp_range_display,unit,higher_is_better,importance_weight,score,phase wt,process wt,KPI wt,realized_value,unrealized_value,process_level_unrealized_value,phase_level_unrealized_value,ID,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,CA Insurance,operations,RFIs Lead Time,2.1,7,99,> 7 days, days,TRUE,2,35,0.6,0.5,0.3,10.5,19.5,9.75,5.85,P-SE-028CA Insuranceoperations,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,CA Insurance,operations,RFIs Rate,0.144,0.3,0.5,30-50%, days,FALSE,2,53,0.5,0.3,0.2,10.6,9.4,2.82,1.41,P-SE-028CA Insuranceoperations,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,CA Insurance,operations,Submittals Closed on Time,0.256,0.8,1,> 80%,%,TRUE,3,37,0.6,0.5,0.1,3.7,6.3,3.15,1.89,P-SE-028CA Insuranceoperations,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,CA Insurance,operations,Submittals Lead Time,11.34,21,99,> 21 days, days,TRUE,2,59,0.6,0.5,0.15,8.85,6.15,3.075,1.845,P-SE-028CA Insuranceoperations,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,CA Insurance,operations,Submittals Rate,0.144,0.8,1,> 80%,%,TRUE,3,23,0.5,0.3,0.15,3.45,11.55,3.465,1.7325,P-SE-028CA Insuranceoperations,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,CA Insurance,quality,Observation Rate,0.021,0,0.14,> 1/week,/week,TRUE,2,17,0.6,0.05,0.3,5.1,24.9,1.245,0.747,P-SE-028CA Insurancequality,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,CA Insurance,quality,Observations Closed on Time,0.088,0.8,1,> 80%,%,TRUE,2,13,0.6,0.05,0.3,3.9,26.1,1.305,0.783,P-SE-028CA Insurancequality,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,CA Insurance,quality,Quality Insp. Attach. Rate,0.15,1,99,> 1/insp.,/insp.,TRUE,2,17,0.6,0.05,0.2,3.4,16.6,0.83,0.498,P-SE-028CA Insurancequality,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,CA Insurance,quality,Quality Inspection Rate,0.0168,0,0.14,> 1/week,/week,TRUE,4,14,0.6,0.05,0.2,2.8,17.2,0.86,0.516,P-SE-028CA Insurancequality,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,CA Insurance,safety,Incident Detail Quality,0.0779,0.9,1,> 90%,%,TRUE,1,36,0.6,0.2,0.2,7.2,12.8,2.56,1.536,P-SE-028CA Insurancesafety,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,CA Insurance,safety,Incident Rate,1.18,0,0,0, incidents,FALSE,4,36,0.6,0.2,0.2,7.2,12.8,2.56,1.536,P-SE-028CA Insurancesafety,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,CA Insurance,safety,Near Miss Detail Quality,0,0.9,1,> 90%,%,TRUE,1,49,0.6,0.2,0,0,0,0,0,P-SE-028CA Insurancesafety,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,CA Insurance,safety,Near Miss Rate,0,0,0,0, near misses,FALSE,2,63,0.6,0.2,0,0,0,0,0,P-SE-028CA Insurancesafety,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,CA Insurance,safety,Safety Insp. Attach. Rate,0.67,1,99,> 1/insp.,/insp.,TRUE,2,62,0.6,0.2,0.1,6.2,3.8,0.76,0.456,P-SE-028CA Insurancesafety,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,CA Insurance,safety,Safety Inspection Rate,0.0896,0,0.14,> 1/week,/week,TRUE,3,59,0.6,0.2,0.1,5.9,4.1,0.82,0.492,P-SE-028CA Insurancesafety,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,CA Insurance,safety,Safety Training,0.639,0.9,1,> 90%,%,TRUE,3,66,0.6,0.2,0.4,26.4,13.6,2.72,1.632,P-SE-028CA Insurancesafety,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Cost,communication,Daily Logs Delay,2.46,0,1,Same day, days,FALSE,2,18,0.4,0.05,0.3,5.4,24.6,1.23,0.492,P-SE-028Costcommunication,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Cost,communication,Daily Logs Rate,0.46,0,1,> 1/day,/day,TRUE,2,46,0.4,0.05,0.15,6.9,8.1,0.405,0.162,P-SE-028Costcommunication,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Cost,communication,Meetings Documentation,0.22,0,1,"Minutes, Topic & Attachment", types,TRUE,1,22,0.4,0.05,0.35,7.7,27.3,1.365,0.546,P-SE-028Costcommunication,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Cost,communication,Meetings Rate,0.0616,0,0.14,> 1/week,/week,TRUE,1,44,0.4,0.05,0.2,8.8,11.2,0.56,0.224,P-SE-028Costcommunication,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Cost,financial,Budgets Create Date,-0.6,-30,0,> 30 days pre kickoff, days prior,TRUE,1,51,0.4,0.25,0.03,1.53,1.47,0.3675,0.147,P-SE-028Costfinancial,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Cost,financial,Budgets Usage Rate,0.47,0,1,> 1/proj day,/day,TRUE,4,47,0.4,0.25,0.1,4.7,5.3,1.325,0.53,P-SE-028Costfinancial,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Cost,financial,Change Order Time to Close,6.16,0,14,< 14 days, days,FALSE,3,56,0.5,0.2,0.15,8.4,6.6,1.32,0.66,P-SE-028Costfinancial,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Cost,financial,Change Order to Budget Ratio,0.035,0,0.1,< 10%,%,FALSE,3,65,0.4,0.25,0.35,22.75,12.25,3.0625,1.225,P-SE-028Costfinancial,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Cost,financial,Contract to Budget Ratio (Deviation),0.1425,0,0.25,>25%,%,FALSE,3,57,0.4,0.25,0.3,17.1,12.9,3.225,1.29,P-SE-028Costfinancial,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Cost,financial,Invoice to Contract Ratio (Deviation),0.031,0,0.1,< 10%,%,FALSE,2,69,0.4,0.25,0.02,1.38,0.62,0.155,0.062,P-SE-028Costfinancial,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Cost,financial,Payments to Invoices Ratio (Deviation),0.061,0,0.1,< 10%,%,FALSE,4,39,0.4,0.25,0.05,1.95,3.05,0.7625,0.305,P-SE-028Costfinancial,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Cost,operations,RFIs Closed on Time,0.328,0.8,1,> 80%,%,TRUE,3,46,0.4,0.45,0.1,4.6,5.4,2.43,0.972,P-SE-028Costoperations,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Cost,operations,RFIs Lead Time,4.48,7,99,> 7 days, days,TRUE,2,69,0.4,0.45,0.3,20.7,9.3,4.185,1.674,P-SE-028Costoperations,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Cost,operations,RFIs Rate,0.147,0.3,0.5,30-50%, days,FALSE,2,54,0.5,0.3,0.15,8.1,6.9,2.07,1.035,P-SE-028Costoperations,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Cost,operations,Submittals Closed on Time,0.288,0.8,1,> 80%,%,TRUE,3,41,0.4,0.45,0.1,4.1,5.9,2.655,1.062,P-SE-028Costoperations,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Cost,operations,Submittals Lead Time,10.29,21,99,> 21 days, days,TRUE,2,54,0.4,0.45,0.25,13.5,11.5,5.175,2.07,P-SE-028Costoperations,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Cost,operations,Submittals Rate,0.496,0.8,1,> 80%,%,TRUE,3,67,0.5,0.3,0.1,6.7,3.3,0.99,0.495,P-SE-028Costoperations,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Cost,quality,Observation Rate,0.0854,0,0.14,> 1/week,/week,TRUE,2,63,0.4,0.15,0.15,9.45,5.55,0.8325,0.333,P-SE-028Costquality,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Cost,quality,Observations Closed on Time,0.536,0.8,1,> 80%,%,TRUE,2,69,0.4,0.15,0.45,31.05,13.95,2.0925,0.837,P-SE-028Costquality,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Cost,quality,Quality Insp. Attach. Rate,0.56,1,99,> 1/insp.,/insp.,TRUE,2,58,0.4,0.15,0.1,5.8,4.2,0.63,0.252,P-SE-028Costquality,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Cost,quality,Quality Inspection Rate,0.0994,0,0.14,> 1/week,/week,TRUE,4,73,0.4,0.15,0.3,21.9,8.1,1.215,0.486,P-SE-028Costquality,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Cost,safety,Incident Detail Quality,0.1178,0.9,1,> 90%,%,TRUE,1,57,0.4,0.1,0.15,8.55,6.45,0.645,0.258,P-SE-028Costsafety,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Cost,safety,Incident Rate,1.08,0,0,0, incidents,FALSE,4,41,0.4,0.1,0.4,16.4,23.6,2.36,0.944,P-SE-028Costsafety,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Cost,safety,Near Miss Detail Quality,0,0.9,1,> 90%,%,TRUE,1,59,0.4,0.1,0,0,0,0,0,P-SE-028Costsafety,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Cost,safety,Near Miss Rate,0,0,0,0, near misses,FALSE,2,52,0.4,0.1,0,0,0,0,0,P-SE-028Costsafety,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Cost,safety,Safety Insp. Attach. Rate,0.63,1,99,> 1/insp.,/insp.,TRUE,2,58,0.4,0.1,0.15,8.7,6.3,0.63,0.252,P-SE-028Costsafety,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Cost,safety,Safety Inspection Rate,0.0826,0,0.14,> 1/week,/week,TRUE,3,54,0.4,0.1,0.15,8.1,6.9,0.69,0.276,P-SE-028Costsafety,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Cost,safety,Safety Training,0.459,0.9,1,> 90%,%,TRUE,3,46,0.4,0.1,0.15,6.9,8.1,0.81,0.324,P-SE-028Costsafety,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,GL Insurance,communication,Daily Logs Delay,2.4,0,1,Same day, days,FALSE,2,20,0.5,0.1,0.2,4,16,1.6,0.8,P-SE-028GL Insurancecommunication,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,GL Insurance,communication,Daily Logs Rate,0.22,0,1,> 1/day,/day,TRUE,2,22,0.5,0.1,0.3,6.6,23.4,2.34,1.17,P-SE-028GL Insurancecommunication,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,GL Insurance,communication,Meetings Documentation,0.38,0,1,"Minutes, Topic & Attachment", types,TRUE,1,38,0.5,0.1,0.35,13.3,21.7,2.17,1.085,P-SE-028GL Insurancecommunication,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,GL Insurance,communication,Meetings Rate,0.042,0,0.14,> 1/week,/week,TRUE,1,30,0.5,0.1,0.15,4.5,10.5,1.05,0.525,P-SE-028GL Insurancecommunication,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,GL Insurance,financial,Budgets Create Date,-15.6,-30,0,> 30 days pre kickoff, days prior,TRUE,1,76,0.5,0.05,0.03,2.28,0.72,0.036,0.018,P-SE-028GL Insurancefinancial,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,GL Insurance,financial,Budgets Usage Rate,0.47,0,1,> 1/proj day,/day,TRUE,4,47,0.5,0.05,0.1,4.7,5.3,0.265,0.1325,P-SE-028GL Insurancefinancial,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,GL Insurance,financial,Change Order Time to Close,3.64,0,14,< 14 days, days,FALSE,3,74,0.5,0.2,0.25,18.5,6.5,1.3,0.65,P-SE-028GL Insurancefinancial,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,GL Insurance,financial,Change Order to Budget Ratio,0.023,0,0.1,< 10%,%,FALSE,3,77,0.5,0.05,0.25,19.25,5.75,0.2875,0.14375,P-SE-028GL Insurancefinancial,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,GL Insurance,financial,Contract to Budget Ratio (Deviation),0.15,0,0.25,>25%,%,FALSE,3,60,0.5,0.05,0.15,9,6,0.3,0.15,P-SE-028GL Insurancefinancial,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,GL Insurance,financial,Invoice to Contract Ratio (Deviation),0.028,0,0.1,< 10%,%,FALSE,2,72,0.5,0.05,0.02,1.44,0.56,0.028,0.014,P-SE-028GL Insurancefinancial,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,GL Insurance,financial,Payments to Invoices Ratio (Deviation),0.043,0,0.1,< 10%,%,FALSE,4,57,0.5,0.05,0.2,11.4,8.6,0.43,0.215,P-SE-028GL Insurancefinancial,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,GL Insurance,operations,RFIs Closed on Time,0.344,0.8,1,> 80%,%,TRUE,3,48,0.5,0.45,0.05,2.4,2.6,1.17,0.585,P-SE-028GL Insuranceoperations,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,GL Insurance,operations,RFIs Lead Time,3.01,7,99,> 7 days, days,TRUE,2,48,0.5,0.45,0.1,4.8,5.2,2.34,1.17,P-SE-028GL Insuranceoperations,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,GL Insurance,operations,RFIs Rate,0.171,0.3,0.5,30-50%, days,FALSE,2,62,0.5,0.3,0.4,24.8,15.2,4.56,2.28,P-SE-028GL Insuranceoperations,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,GL Insurance,operations,Submittals Closed on Time,0.496,0.8,1,> 80%,%,TRUE,3,67,0.5,0.45,0.05,3.35,1.65,0.7425,0.37125,P-SE-028GL Insuranceoperations,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,GL Insurance,operations,Submittals Lead Time,14.49,21,99,> 21 days, days,TRUE,2,74,0.5,0.45,0.15,11.1,3.9,1.755,0.8775,P-SE-028GL Insuranceoperations,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,GL Insurance,operations,Submittals Rate,0.536,0.8,1,> 80%,%,TRUE,3,72,0.5,0.3,0.25,18,7,2.1,1.05,P-SE-028GL Insuranceoperations,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,GL Insurance,quality,Observation Rate,0.0826,0,0.14,> 1/week,/week,TRUE,2,61,0.5,0.15,0.1,6.1,3.9,0.585,0.2925,P-SE-028GL Insurancequality,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,GL Insurance,quality,Observations Closed on Time,0.512,0.8,1,> 80%,%,TRUE,2,66,0.5,0.15,0.25,16.5,8.5,1.275,0.6375,P-SE-028GL Insurancequality,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,GL Insurance,quality,Quality Insp. Attach. Rate,0.37,1,99,> 1/insp.,/insp.,TRUE,2,39,0.5,0.15,0.3,11.7,18.3,2.745,1.3725,P-SE-028GL Insurancequality,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,GL Insurance,quality,Quality Inspection Rate,0.077,0,0.14,> 1/week,/week,TRUE,4,57,0.5,0.15,0.35,19.95,15.05,2.2575,1.12875,P-SE-028GL Insurancequality,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,GL Insurance,safety,Incident Detail Quality,0.0874,0.9,1,> 90%,%,TRUE,1,41,0.5,0.25,0.2,8.2,11.8,2.95,1.475,P-SE-028GL Insurancesafety,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,GL Insurance,safety,Incident Rate,1.22,0,0,0, incidents,FALSE,4,34,0.5,0.25,0.35,11.9,23.1,5.775,2.8875,P-SE-028GL Insurancesafety,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,GL Insurance,safety,Near Miss Detail Quality,0,0.9,1,> 90%,%,TRUE,1,62,0.5,0.25,0,0,0,0,0,P-SE-028GL Insurancesafety,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,GL Insurance,safety,Near Miss Rate,0,0,0,0, near misses,FALSE,2,56,0.5,0.25,0,0,0,0,0,P-SE-028GL Insurancesafety,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,GL Insurance,safety,Safety Insp. Attach. Rate,0.38,1,99,> 1/insp.,/insp.,TRUE,2,33,0.5,0.25,0.1,3.3,6.7,1.675,0.8375,P-SE-028GL Insurancesafety,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,GL Insurance,safety,Safety Inspection Rate,0.0826,0,0.14,> 1/week,/week,TRUE,3,54,0.5,0.25,0.2,10.8,9.2,2.3,1.15,P-SE-028GL Insurancesafety,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,GL Insurance,safety,Safety Training,0.639,0.9,1,> 90%,%,TRUE,3,66,0.5,0.25,0.15,9.9,5.1,1.275,0.6375,P-SE-028GL Insurancesafety,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Safety,communication,Daily Logs Delay,1.41,0,1,Same day, days,FALSE,2,53,0.6,0.1,0.25,13.25,11.75,1.175,0.705,P-SE-028Safetycommunication,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Safety,communication,Daily Logs Rate,0.28,0,1,> 1/day,/day,TRUE,2,28,0.6,0.1,0.15,4.2,10.8,1.08,0.648,P-SE-028Safetycommunication,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Safety,communication,Meetings Documentation,0.42,0,1,"Minutes, Topic & Attachment", types,TRUE,1,42,0.6,0.1,0.35,14.7,20.3,2.03,1.218,P-SE-028Safetycommunication,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Safety,communication,Meetings Rate,0.084,0,0.14,> 1/week,/week,TRUE,1,60,0.6,0.1,0.25,15,10,1,0.6,P-SE-028Safetycommunication,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Safety,financial,Budgets Create Date,8.4,-30,0,> 30 days pre kickoff, days prior,TRUE,1,36,0.6,0.05,0.03,1.08,1.92,0.096,0.0576,P-SE-028Safetyfinancial,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Safety,financial,Budgets Usage Rate,0.3,0,1,> 1/proj day,/day,TRUE,4,30,0.6,0.05,0.1,3,7,0.35,0.21,P-SE-028Safetyfinancial,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Safety,financial,Change Order Time to Close,10.5,0,14,< 14 days, days,FALSE,3,25,0.5,0.2,0.25,6.25,18.75,3.75,1.875,P-SE-028Safetyfinancial,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Safety,financial,Change Order to Budget Ratio,0.074,0,0.1,< 10%,%,FALSE,3,26,0.6,0.05,0.25,6.5,18.5,0.925,0.555,P-SE-028Safetyfinancial,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Safety,financial,Contract to Budget Ratio (Deviation),0.04,0,0.25,>25%,%,FALSE,3,16,0.6,0.05,0.15,2.4,12.6,0.63,0.378,P-SE-028Safetyfinancial,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Safety,financial,Invoice to Contract Ratio (Deviation),0.052,0,0.1,< 10%,%,FALSE,2,48,0.6,0.05,0.02,0.96,1.04,0.052,0.0312,P-SE-028Safetyfinancial,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Safety,financial,Payments to Invoices Ratio (Deviation),0.054,0,0.1,< 10%,%,FALSE,4,46,0.6,0.05,0.2,9.2,10.8,0.54,0.324,P-SE-028Safetyfinancial,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Safety,operations,RFIs Closed on Time,0.384,0.8,1,> 80%,%,TRUE,3,53,0.6,0.25,0.1,5.3,4.7,1.175,0.705,P-SE-028Safetyoperations,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Safety,operations,RFIs Lead Time,2.8,7,99,> 7 days, days,TRUE,2,45,0.6,0.25,0.3,13.5,16.5,4.125,2.475,P-SE-028Safetyoperations,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Safety,operations,RFIs Rate,0.186,0.3,0.5,30-50%, days,FALSE,2,67,0.5,0.3,0.2,13.4,6.6,1.98,0.99,P-SE-028Safetyoperations,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Safety,operations,Submittals Closed on Time,0.4,0.8,1,> 80%,%,TRUE,3,55,0.6,0.25,0.05,2.75,2.25,0.5625,0.3375,P-SE-028Safetyoperations,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Safety,operations,Submittals Lead Time,13.02,21,99,> 21 days, days,TRUE,2,67,0.6,0.25,0.2,13.4,6.6,1.65,0.99,P-SE-028Safetyoperations,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Safety,operations,Submittals Rate,0.24,0.8,1,> 80%,%,TRUE,3,35,0.5,0.3,0.15,5.25,9.75,2.925,1.4625,P-SE-028Safetyoperations,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Safety,quality,Observation Rate,0.021,0,0.14,> 1/week,/week,TRUE,2,17,0.6,0.05,0.2,3.4,16.6,0.83,0.498,P-SE-028Safetyquality,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Safety,quality,Observations Closed on Time,0.232,0.8,1,> 80%,%,TRUE,2,31,0.6,0.05,0.4,12.4,27.6,1.38,0.828,P-SE-028Safetyquality,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Safety,quality,Quality Insp. Attach. Rate,0.13,1,99,> 1/insp.,/insp.,TRUE,2,15,0.6,0.05,0.1,1.5,8.5,0.425,0.255,P-SE-028Safetyquality,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Safety,quality,Quality Inspection Rate,0.0042,0,0.14,> 1/week,/week,TRUE,4,5,0.6,0.05,0.3,1.5,28.5,1.425,0.855,P-SE-028Safetyquality,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Safety,safety,Incident Detail Quality,0.1007,0.9,1,> 90%,%,TRUE,1,48,0.6,0.55,0.15,7.2,7.8,4.29,2.574,P-SE-028Safetysafety,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Safety,safety,Incident Rate,0.96,0,0,0, incidents,FALSE,4,47,0.6,0.55,0.25,11.75,13.25,7.2875,4.3725,P-SE-028Safetysafety,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Safety,safety,Near Miss Detail Quality,0,0.9,1,> 90%,%,TRUE,1,34,0.6,0.55,0,0,0,0,0,P-SE-028Safetysafety,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Safety,safety,Near Miss Rate,0,0,0,0, near misses,FALSE,2,46,0.6,0.55,0,0,0,0,0,P-SE-028Safetysafety,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Safety,safety,Safety Insp. Attach. Rate,0.23,1,99,> 1/insp.,/insp.,TRUE,2,18,0.6,0.55,0.1,1.8,8.2,4.51,2.706,P-SE-028Safetysafety,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Safety,safety,Safety Inspection Rate,0.049,0,0.14,> 1/week,/week,TRUE,3,30,0.6,0.55,0.2,6,14,7.7,4.62,P-SE-028Safetysafety,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Safety,safety,Safety Training,0.369,0.9,1,> 90%,%,TRUE,3,36,0.6,0.55,0.3,10.8,19.2,10.56,6.336,P-SE-028Safetysafety,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Schedule,communication,Daily Logs Delay,1.2,0,1,Same day, days,FALSE,2,60,0.5,0.15,0.2,12,8,1.2,0.6,P-SE-028Schedulecommunication,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Schedule,communication,Daily Logs Rate,0.52,0,1,> 1/day,/day,TRUE,2,52,0.5,0.15,0.15,7.8,7.2,1.08,0.54,P-SE-028Schedulecommunication,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Schedule,communication,Meetings Documentation,0.49,0,1,"Minutes, Topic & Attachment", types,TRUE,1,49,0.5,0.15,0.4,19.6,20.4,3.06,1.53,P-SE-028Schedulecommunication,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Schedule,communication,Meetings Rate,0.0728,0,0.14,> 1/week,/week,TRUE,1,52,0.5,0.15,0.25,13,12,1.8,0.9,P-SE-028Schedulecommunication,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Schedule,financial,Budgets Create Date,4.2,-30,0,> 30 days pre kickoff, days prior,TRUE,1,43,0.5,0.2,0.15,6.45,8.55,1.71,0.855,P-SE-028Schedulefinancial,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Schedule,financial,Budgets Usage Rate,0.58,0,1,> 1/proj day,/day,TRUE,4,58,0.5,0.2,0.05,2.9,2.1,0.42,0.21,P-SE-028Schedulefinancial,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Schedule,financial,Change Order Time to Close,6.3,0,14,< 14 days, days,FALSE,3,55,0.5,0.2,0.25,13.75,11.25,2.25,1.125,P-SE-028Schedulefinancial,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Schedule,financial,Change Order to Budget Ratio,0.05,0,0.1,< 10%,%,FALSE,3,50,0.5,0.2,0.15,7.5,7.5,1.5,0.75,P-SE-028Schedulefinancial,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Schedule,financial,Contract to Budget Ratio (Deviation),0.09,0,0.25,>25%,%,FALSE,3,36,0.5,0.2,0.1,3.6,6.4,1.28,0.64,P-SE-028Schedulefinancial,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Schedule,financial,Invoice to Contract Ratio (Deviation),0.062,0,0.1,< 10%,%,FALSE,2,38,0.5,0.2,0.1,3.8,6.2,1.24,0.62,P-SE-028Schedulefinancial,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Schedule,financial,Payments to Invoices Ratio (Deviation),0.028,0,0.1,< 10%,%,FALSE,4,72,0.5,0.2,0.2,14.4,5.6,1.12,0.56,P-SE-028Schedulefinancial,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Schedule,operations,RFIs Closed on Time,0.152,0.8,1,> 80%,%,TRUE,3,24,0.5,0.3,0.1,2.4,7.6,2.28,1.14,P-SE-028Scheduleoperations,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Schedule,operations,RFIs Lead Time,1.05,7,99,> 7 days, days,TRUE,2,20,0.5,0.3,0.25,5,20,6,3,P-SE-028Scheduleoperations,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Schedule,operations,RFIs Rate,0.087,0.3,0.5,30-50%, days,FALSE,2,34,0.5,0.3,0.2,6.8,13.2,3.96,1.98,P-SE-028Scheduleoperations,,,,,,,
P-SE-028,3/22/2023,3/11/2025,50000000,Schedule,operations,Submittals Closed on Time,0.136,0.8,1,> 80%,%,TRUE,3,22,0.5,0.3,0.1,2.2,7.8,2.34,1.17,P-SE-028Scheduleoperations,,,,,,,
