projectId,impact_category,process_name,kpi_name,actual,bp_lower_bound,bp_upper_bound,bp_range_display,unit,higher_is_better,importance_weight,score,phase wt,process wt,KPI wt,realized_value,unrealized_value,process_level_unrealized_value,phase_level_unrealized_value
P-WE-026,CA Insurance,subcontractorPlanning,labor cost variance,0.087,0,0.05,< 5%,%,FALSE,10,63,0.2,0.2,0.25,15.75,9.25,1.85,0.37
P-WE-026,CA Insurance,subcontractorPlanning,materials cost variance,0.066,0,0.05,< 5%,%,FALSE,10,84,0.2,0.2,0.1,8.4,1.6,0.32,0.064
P-WE-026,CA Insurance,subcontractorPlanning,schedule to bid variance,0.091,0,0.05,< 5%,%,FALSE,9,59,0.2,0.2,0.4,23.6,16.4,3.28,0.656
P-WE-026,Cost,compliance,avg insurance acquired cycle,8.26,7,14,< 7 days, days,FALSE,7,82,0.25,0.15,0.1,8.2,1.8,0.27,0.0675
P-WE-026,Cost,compliance,avg permit approval cycle,13.2,20,30,< 20 days, days,FALSE,7,84,0.25,0.15,0.4,33.6,6.4,0.96,0.24
P-WE-026,Cost,compliance,avg sub COI received time,5.65,5,10,< 5 days, days,FALSE,6,87,0.25,0.15,0.2,17.4,2.6,0.39,0.0975
P-WE-026,Cost,compliance,permit submission timeliness,0.7315,0.95,1,> 95%, days,TRUE,8,77,0.25,0.15,0.3,23.1,6.9,1.035,0.25875
P-WE-026,Cost,designReview,clash detection rate,0.855,0.9,1,> 90%,%,TRUE,9,95,0.25,0.3,0.5,47.5,2.5,0.75,0.1875
P-WE-026,Cost,designReview,drawings usage,0.72,0.9,1,> 90%,%,TRUE,6,80,0.25,0.3,0.2,16,4,1.2,0.3
P-WE-026,Cost,designReview,photos usage,0.31,0.5,1.5,> 50%, count,TRUE,4,62,0.25,0.3,0.1,6.2,3.8,1.14,0.285
P-WE-026,Cost,designReview,specifications usage,0.846,0.9,1,> 90%,%,TRUE,6,94,0.25,0.3,0.2,18.8,1.2,0.36,0.09
P-WE-026,Cost,financialSetup,budget to bid variance,0.007,0,0.05,< 5%,%,FALSE,9,86,0.25,0.2,0.15,12.9,2.1,0.42,0.105
P-WE-026,Cost,financialSetup,contingency adequacy,0.078,0.1,0.15,> 10%,%,TRUE,7,78,0.25,0.2,0.4,31.2,8.8,1.76,0.44
P-WE-026,Cost,financialSetup,days until sub contracts executed,16.14,0.15,21,< 15 days, days,FALSE,8,81,0.25,0.2,0.2,16.2,3.8,0.76,0.19
P-WE-026,Cost,financialSetup,prime contract to budget variance,0.21,0,0.25,> 25%,%,FALSE,10,84,0.25,0.2,0.25,21,4,0.8,0.2
P-WE-026,Cost,subcontractorPlanning,equipment cost variance,0.054,0,0.05,< 5%,%,FALSE,5,96,0.25,0.35,0.05,4.8,0.2,0.07,0.0175
P-WE-026,Cost,subcontractorPlanning,gantt chart completion rate,0.798,0.95,1,> 95%,%,TRUE,8,84,0.25,0.35,0.15,12.6,2.4,0.84,0.21
P-WE-026,Cost,subcontractorPlanning,labor cost variance,0.06,0,0.05,< 5%,%,FALSE,10,90,0.25,0.35,0.35,31.5,3.5,1.225,0.30625
P-WE-026,Cost,subcontractorPlanning,materials cost variance,0.058,0,0.05,< 5%,%,FALSE,10,92,0.25,0.35,0.2,18.4,1.6,0.56,0.14
P-WE-026,Cost,subcontractorPlanning,schedule to bid variance,0.077,0,0.05,< 5%,%,FALSE,9,73,0.25,0.35,0.25,18.25,6.75,2.3625,0.590625
P-WE-026,GL Insurance,compliance,avg insurance acquired cycle,9.17,7,14,< 7 days, days,FALSE,7,69,0.25,0.2,0.1,6.9,3.1,0.62,0.155
P-WE-026,GL Insurance,compliance,avg permit approval cycle,11.4,20,30,< 20 days, days,FALSE,7,93,0.25,0.2,0.25,23.25,1.75,0.35,0.0875
P-WE-026,GL Insurance,compliance,avg sub COI received time,6.25,5,10,< 5 days, days,FALSE,6,75,0.25,0.2,0.5,37.5,12.5,2.5,0.625
P-WE-026,GL Insurance,compliance,permit submission timeliness,0.646,0.95,1,> 95%, days,TRUE,8,68,0.25,0.2,0.15,10.2,4.8,0.96,0.24
P-WE-026,GL Insurance,designReview,clash detection rate,0.837,0.9,1,> 90%,%,TRUE,9,93,0.25,0.3,0.25,23.25,1.75,0.525,0.13125
P-WE-026,GL Insurance,designReview,drawings usage,0.639,0.9,1,> 90%,%,TRUE,6,71,0.25,0.3,0.3,21.3,8.7,2.61,0.6525
P-WE-026,GL Insurance,designReview,photos usage,0.465,0.5,1.5,> 50%, count,TRUE,4,93,0.25,0.3,0.15,13.95,1.05,0.315,0.07875
P-WE-026,GL Insurance,designReview,specifications usage,0.63,0.9,1,> 90%,%,TRUE,6,70,0.25,0.3,0.3,21,9,2.7,0.675
P-WE-026,GL Insurance,financialSetup,budget to bid variance,0.007,0,0.05,< 5%,%,FALSE,9,86,0.25,0.15,0.25,21.5,3.5,0.525,0.13125
P-WE-026,GL Insurance,financialSetup,contingency adequacy,0.079,0.1,0.15,> 10%,%,TRUE,7,79,0.25,0.15,0.2,15.8,4.2,0.63,0.1575
P-WE-026,GL Insurance,financialSetup,days until sub contracts executed,16.02,0.15,21,< 15 days, days,FALSE,8,83,0.25,0.15,0.15,12.45,2.55,0.3825,0.095625
P-WE-026,GL Insurance,financialSetup,prime contract to budget variance,0.205,0,0.25,> 25%,%,FALSE,10,82,0.25,0.15,0.4,32.8,7.2,1.08,0.27
P-WE-026,GL Insurance,subcontractorPlanning,equipment cost variance,0.087,0,0.05,< 5%,%,FALSE,5,63,0.25,0.35,0.05,3.15,1.85,0.6475,0.161875
P-WE-026,GL Insurance,subcontractorPlanning,gantt chart completion rate,0.7885,0.95,1,> 95%,%,TRUE,8,83,0.25,0.35,0.15,12.45,2.55,0.8925,0.223125
P-WE-026,GL Insurance,subcontractorPlanning,labor cost variance,0.09,0,0.05,< 5%,%,FALSE,10,60,0.25,0.35,0.35,21,14,4.9,1.225
P-WE-026,GL Insurance,subcontractorPlanning,materials cost variance,0.086,0,0.05,< 5%,%,FALSE,10,64,0.25,0.35,0.2,12.8,7.2,2.52,0.63
P-WE-026,GL Insurance,subcontractorPlanning,schedule to bid variance,0.063,0,0.05,< 5%,%,FALSE,9,87,0.25,0.35,0.25,21.75,3.25,1.1375,0.284375
P-WE-026,Safety,compliance,avg insurance acquired cycle,7.98,7,14,< 7 days, days,FALSE,7,86,0.25,0.2,0.1,8.6,1.4,0.28,0.07
P-WE-026,Safety,compliance,avg permit approval cycle,13,20,30,< 20 days, days,FALSE,7,85,0.25,0.2,0.25,21.25,3.75,0.75,0.1875
P-WE-026,Safety,compliance,avg sub COI received time,6.4,5,10,< 5 days, days,FALSE,6,72,0.25,0.2,0.45,32.4,12.6,2.52,0.63
P-WE-026,Safety,compliance,permit submission timeliness,0.836,0.95,1,> 95%, days,TRUE,8,88,0.25,0.2,0.2,17.6,2.4,0.48,0.12
P-WE-026,Safety,designReview,clash detection rate,0.495,0.9,1,> 90%,%,TRUE,9,55,0.25,0.3,0.35,19.25,15.75,4.725,1.18125
P-WE-026,Safety,designReview,drawings usage,0.603,0.9,1,> 90%,%,TRUE,6,67,0.25,0.3,0.3,20.1,9.9,2.97,0.7425
P-WE-026,Safety,designReview,photos usage,0.27,0.5,1.5,> 50%, count,TRUE,4,54,0.25,0.3,0.15,8.1,6.9,2.07,0.5175
P-WE-026,Safety,designReview,specifications usage,0.756,0.9,1,> 90%,%,TRUE,6,84,0.25,0.3,0.2,16.8,3.2,0.96,0.24
P-WE-026,Safety,financialSetup,budget to bid variance,0.0095,0,0.05,< 5%,%,FALSE,9,81,0.25,0.1,0.25,20.25,4.75,0.475,0.11875
P-WE-026,Safety,financialSetup,contingency adequacy,0.058,0.1,0.15,> 10%,%,TRUE,7,58,0.25,0.1,0.15,8.7,6.3,0.63,0.1575
P-WE-026,Safety,financialSetup,days until sub contracts executed,15.78,0.15,21,< 15 days, days,FALSE,8,87,0.25,0.1,0.2,17.4,2.6,0.26,0.065
P-WE-026,Safety,financialSetup,prime contract to budget variance,0.185,0,0.25,> 25%,%,FALSE,10,74,0.25,0.1,0.4,29.6,10.4,1.04,0.26
P-WE-026,Safety,subcontractorPlanning,equipment cost variance,0.056,0,0.05,< 5%,%,FALSE,5,94,0.25,0.4,0.05,4.7,0.3,0.12,0.03
P-WE-026,Safety,subcontractorPlanning,gantt chart completion rate,0.6745,0.95,1,> 95%,%,TRUE,8,71,0.25,0.4,0.35,24.85,10.15,4.06,1.015
P-WE-026,Safety,subcontractorPlanning,labor cost variance,0.063,0,0.05,< 5%,%,FALSE,10,87,0.25,0.4,0.2,17.4,2.6,1.04,0.26
P-WE-026,Safety,subcontractorPlanning,materials cost variance,0.071,0,0.05,< 5%,%,FALSE,10,79,0.25,0.4,0.1,7.9,2.1,0.84,0.21
P-WE-026,Safety,subcontractorPlanning,schedule to bid variance,0.052,0,0.05,< 5%,%,FALSE,9,98,0.25,0.4,0.3,29.4,0.6,0.24,0.06
P-WE-026,Schedule,compliance,avg insurance acquired cycle,8.33,7,14,< 7 days, days,FALSE,7,81,0.4,0.35,0.1,8.1,1.9,0.665,0.266
P-WE-026,Schedule,compliance,avg permit approval cycle,15,20,30,< 20 days, days,FALSE,7,75,0.4,0.35,0.4,30,10,3.5,1.4
P-WE-026,Schedule,compliance,avg sub COI received time,5.2,5,10,< 5 days, days,FALSE,6,96,0.4,0.35,0.2,19.2,0.8,0.28,0.112
P-WE-026,Schedule,compliance,permit submission timeliness,0.8455,0.95,1,> 95%, days,TRUE,8,89,0.4,0.35,0.3,26.7,3.3,1.155,0.462
P-WE-026,Schedule,designReview,clash detection rate,0.864,0.9,1,> 90%,%,TRUE,9,96,0.4,0.3,0.5,48,2,0.6,0.24
P-WE-026,Schedule,designReview,drawings usage,0.72,0.9,1,> 90%,%,TRUE,6,80,0.4,0.3,0.25,20,5,1.5,0.6
P-WE-026,Schedule,designReview,photos usage,0.39,0.5,1.5,> 50%, count,TRUE,4,78,0.4,0.3,0.1,7.8,2.2,0.66,0.264
P-WE-026,Schedule,designReview,specifications usage,0.774,0.9,1,> 90%,%,TRUE,6,86,0.4,0.3,0.15,12.9,2.1,0.63,0.252
P-WE-026,Schedule,financialSetup,budget to bid variance,0.004,0,0.05,< 5%,%,FALSE,9,92,0.4,0.1,0.2,18.4,1.6,0.16,0.064
P-WE-026,Schedule,financialSetup,contingency adequacy,0.081,0.1,0.15,> 10%,%,TRUE,7,81,0.4,0.1,0.3,24.3,5.7,0.57,0.228
P-WE-026,Schedule,financialSetup,days until sub contracts executed,16.14,0.15,21,< 15 days, days,FALSE,8,81,0.4,0.1,0.4,32.4,7.6,0.76,0.304
P-WE-026,Schedule,financialSetup,prime contract to budget variance,0.2275,0,0.25,> 25%,%,FALSE,10,91,0.4,0.1,0.1,9.1,0.9,0.09,0.036
P-WE-026,Schedule,subcontractorPlanning,equipment cost variance,0.098,0,0.05,< 5%,%,FALSE,5,52,0.4,0.25,0.05,2.6,2.4,0.6,0.24
P-WE-026,Schedule,subcontractorPlanning,gantt chart completion rate,0.703,0.95,1,> 95%,%,TRUE,8,74,0.4,0.25,0.35,25.9,9.1,2.275,0.91
P-WE-026,Schedule,subcontractorPlanning,labor cost variance,0.063,0,0.05,< 5%,%,FALSE,10,87,0.4,0.25,0.2,17.4,2.6,0.65,0.26
P-WE-026,Schedule,subcontractorPlanning,materials cost variance,0.075,0,0.05,< 5%,%,FALSE,10,75,0.4,0.25,0.1,7.5,2.5,0.625,0.25
P-WE-026,Schedule,subcontractorPlanning,schedule to bid variance,0.086,0,0.05,< 5%,%,FALSE,9,64,0.4,0.25,0.3,19.2,10.8,2.7,1.08
P-WE-026,WC Insurance,compliance,avg insurance acquired cycle,7.91,7,14,< 7 days, days,FALSE,7,87,0.2,0.2,0.1,8.7,1.3,0.26,0.052
P-WE-026,WC Insurance,compliance,avg permit approval cycle,16.6,20,30,< 20 days, days,FALSE,7,67,0.2,0.2,0.25,16.75,8.25,1.65,0.33
P-WE-026,WC Insurance,compliance,avg sub COI received time,5.9,5,10,< 5 days, days,FALSE,6,82,0.2,0.2,0.45,36.9,8.1,1.62,0.324
P-WE-026,WC Insurance,compliance,permit submission timeliness,0.9215,0.95,1,> 95%, days,TRUE,8,97,0.2,0.2,0.2,19.4,0.6,0.12,0.024
P-WE-026,WC Insurance,designReview,clash detection rate,0.864,0.9,1,> 90%,%,TRUE,9,96,0.2,0.3,0.4,38.4,1.6,0.48,0.096
P-WE-026,WC Insurance,designReview,drawings usage,0.594,0.9,1,> 90%,%,TRUE,6,66,0.2,0.3,0.25,16.5,8.5,2.55,0.51
P-WE-026,WC Insurance,designReview,photos usage,0.345,0.5,1.5,> 50%, count,TRUE,4,69,0.2,0.3,0.2,13.8,6.2,1.86,0.372
P-WE-026,WC Insurance,designReview,specifications usage,0.558,0.9,1,> 90%,%,TRUE,6,62,0.2,0.3,0.15,9.3,5.7,1.71,0.342
P-WE-026,WC Insurance,financialSetup,budget to bid variance,0.0065,0,0.05,< 5%,%,FALSE,9,87,0.2,0.1,0.25,21.75,3.25,0.325,0.065
P-WE-026,WC Insurance,financialSetup,contingency adequacy,0.063,0.1,0.15,> 10%,%,TRUE,7,63,0.2,0.1,0.15,9.45,5.55,0.555,0.111
P-WE-026,WC Insurance,financialSetup,days until sub contracts executed,16.86,0.15,21,< 15 days, days,FALSE,8,69,0.2,0.1,0.2,13.8,6.2,0.62,0.124
P-WE-026,WC Insurance,financialSetup,prime contract to budget variance,0.1475,0,0.25,> 25%,%,FALSE,10,59,0.2,0.1,0.4,23.6,16.4,1.64,0.328
P-WE-026,WC Insurance,subcontractorPlanning,equipment cost variance,0.089,0,0.05,< 5%,%,FALSE,5,61,0.2,0.4,0.05,3.05,1.95,0.78,0.156
P-WE-026,WC Insurance,subcontractorPlanning,gantt chart completion rate,0.893,0.95,1,> 95%,%,TRUE,8,94,0.2,0.4,0.35,32.9,2.1,0.84,0.168
P-WE-026,WC Insurance,subcontractorPlanning,labor cost variance,0.089,0,0.05,< 5%,%,FALSE,10,61,0.2,0.4,0.2,12.2,7.8,3.12,0.624
P-WE-026,WC Insurance,subcontractorPlanning,materials cost variance,0.085,0,0.05,< 5%,%,FALSE,10,65,0.2,0.4,0.1,6.5,3.5,1.4,0.28
P-WE-026,WC Insurance,subcontractorPlanning,schedule to bid variance,0.08,0,0.05,< 5%,%,FALSE,9,70,0.2,0.4,0.3,21,9,3.6,0.72
P-NE-027,BR Insurance,compliance,avg insurance acquired cycle,11.55,7,14,< 7 days, days,FALSE,7,35,0.25,0.2,0.1,3.5,6.5,1.3,0.325
P-NE-027,BR Insurance,compliance,avg permit approval cycle,22.8,20,30,< 20 days, days,FALSE,7,36,0.25,0.2,0.45,16.2,28.8,5.76,1.44
P-NE-027,BR Insurance,compliance,avg sub COI received time,7.1,5,10,< 5 days, days,FALSE,6,58,0.25,0.2,0.15,8.7,6.3,1.26,0.315
P-NE-027,BR Insurance,compliance,permit submission timeliness,0.608,0.95,1,> 95%, days,TRUE,8,64,0.25,0.2,0.3,19.2,10.8,2.16,0.54
P-NE-027,BR Insurance,designReview,clash detection rate,0.414,0.9,1,> 90%,%,TRUE,9,46,0.25,0.35,0.3,13.8,16.2,5.67,1.4175
P-NE-027,BR Insurance,designReview,drawings usage,0.567,0.9,1,> 90%,%,TRUE,6,63,0.25,0.35,0.35,22.05,12.95,4.5325,1.133125
P-NE-027,BR Insurance,designReview,photos usage,0.275,0.5,1.5,> 50%, count,TRUE,4,55,0.25,0.35,0.15,8.25,6.75,2.3625,0.590625
P-NE-027,BR Insurance,designReview,specifications usage,0.279,0.9,1,> 90%,%,TRUE,6,31,0.25,0.35,0.2,6.2,13.8,4.83,1.2075
P-NE-027,BR Insurance,financialSetup,budget to bid variance,0.0325,0,0.05,< 5%,%,FALSE,9,35,0.25,0.15,0.25,8.75,16.25,2.4375,0.609375
P-NE-027,BR Insurance,financialSetup,contingency adequacy,0.066,0.1,0.15,> 10%,%,TRUE,7,66,0.25,0.15,0.15,9.9,5.1,0.765,0.19125
P-NE-027,BR Insurance,financialSetup,days until sub contracts executed,18.18,0.15,21,< 15 days, days,FALSE,8,47,0.25,0.15,0.2,9.4,10.6,1.59,0.3975
P-NE-027,BR Insurance,financialSetup,prime contract to budget variance,0.1425,0,0.25,> 25%,%,FALSE,10,57,0.25,0.15,0.4,22.8,17.2,2.58,0.645
P-NE-027,BR Insurance,subcontractorPlanning,equipment cost variance,0.091,0,0.05,< 5%,%,FALSE,5,59,0.25,0.3,0.05,2.95,2.05,0.615,0.15375
P-NE-027,BR Insurance,subcontractorPlanning,gantt chart completion rate,0.7125,0.95,1,> 95%,%,TRUE,8,75,0.25,0.3,0.4,30,10,3,0.75
P-NE-027,BR Insurance,subcontractorPlanning,labor cost variance,0.081,0,0.05,< 5%,%,FALSE,10,69,0.25,0.3,0.15,10.35,4.65,1.395,0.34875
P-NE-027,BR Insurance,subcontractorPlanning,materials cost variance,0.081,0,0.05,< 5%,%,FALSE,10,69,0.25,0.3,0.1,6.9,3.1,0.93,0.2325
P-NE-027,BR Insurance,subcontractorPlanning,schedule to bid variance,0.068,0,0.05,< 5%,%,FALSE,9,82,0.25,0.3,0.3,24.6,5.4,1.62,0.405
P-NE-027,CA Insurance,compliance,avg insurance acquired cycle,7.91,7,14,< 7 days, days,FALSE,7,87,0.2,0.3,0.1,8.7,1.3,0.39,0.078
P-NE-027,CA Insurance,compliance,avg permit approval cycle,11.4,20,30,< 20 days, days,FALSE,7,93,0.2,0.3,0.5,46.5,3.5,1.05,0.21
P-NE-027,CA Insurance,compliance,avg sub COI received time,6.1,5,10,< 5 days, days,FALSE,6,78,0.2,0.3,0.15,11.7,3.3,0.99,0.198
P-NE-027,CA Insurance,compliance,permit submission timeliness,0.8455,0.95,1,> 95%, days,TRUE,8,89,0.2,0.3,0.25,22.25,2.75,0.825,0.165
P-NE-027,CA Insurance,designReview,clash detection rate,0.675,0.9,1,> 90%,%,TRUE,9,75,0.2,0.4,0.15,11.25,3.75,1.5,0.3
P-NE-027,CA Insurance,designReview,drawings usage,0.648,0.9,1,> 90%,%,TRUE,6,72,0.2,0.4,0.15,10.8,4.2,1.68,0.336
P-NE-027,CA Insurance,designReview,photos usage,0.345,0.5,1.5,> 50%, count,TRUE,4,69,0.2,0.4,0.55,37.95,17.05,6.82,1.364
P-NE-027,CA Insurance,designReview,specifications usage,0.459,0.9,1,> 90%,%,TRUE,6,51,0.2,0.4,0.15,7.65,7.35,2.94,0.588
P-NE-027,CA Insurance,financialSetup,budget to bid variance,0.022,0,0.05,< 5%,%,FALSE,9,56,0.2,0.1,0.25,14,11,1.1,0.22
P-NE-027,CA Insurance,financialSetup,contingency adequacy,0.047,0.1,0.15,> 10%,%,TRUE,7,47,0.2,0.1,0.1,4.7,5.3,0.53,0.106
P-NE-027,CA Insurance,financialSetup,days until sub contracts executed,18.3,0.15,21,< 15 days, days,FALSE,8,45,0.2,0.1,0.2,9,11,1.1,0.22
P-NE-027,CA Insurance,financialSetup,prime contract to budget variance,0.1475,0,0.25,> 25%,%,FALSE,10,59,0.2,0.1,0.45,26.55,18.45,1.845,0.369
P-NE-027,CA Insurance,subcontractorPlanning,equipment cost variance,0.092,0,0.05,< 5%,%,FALSE,5,58,0.2,0.2,0.05,2.9,2.1,0.42,0.084
P-NE-027,CA Insurance,subcontractorPlanning,gantt chart completion rate,0.7695,0.95,1,> 95%,%,TRUE,8,81,0.2,0.2,0.2,16.2,3.8,0.76,0.152
P-NE-027,CA Insurance,subcontractorPlanning,labor cost variance,0.092,0,0.05,< 5%,%,FALSE,10,58,0.2,0.2,0.25,14.5,10.5,2.1,0.42
P-NE-027,CA Insurance,subcontractorPlanning,materials cost variance,0.073,0,0.05,< 5%,%,FALSE,10,77,0.2,0.2,0.1,7.7,2.3,0.46,0.092
P-NE-027,CA Insurance,subcontractorPlanning,schedule to bid variance,0.075,0,0.05,< 5%,%,FALSE,9,75,0.2,0.2,0.4,30,10,2,0.4
P-NE-027,Cost,compliance,avg insurance acquired cycle,10.08,7,14,< 7 days, days,FALSE,7,56,0.25,0.15,0.1,5.6,4.4,0.66,0.165
P-NE-027,Cost,compliance,avg permit approval cycle,21,20,30,< 20 days, days,FALSE,7,45,0.25,0.15,0.4,18,22,3.3,0.825
P-NE-027,Cost,compliance,avg sub COI received time,6.6,5,10,< 5 days, days,FALSE,6,68,0.25,0.15,0.2,13.6,6.4,0.96,0.24
P-NE-027,Cost,compliance,permit submission timeliness,0.7315,0.95,1,> 95%, days,TRUE,8,77,0.25,0.15,0.3,23.1,6.9,1.035,0.25875
P-NE-027,Cost,designReview,clash detection rate,0.495,0.9,1,> 90%,%,TRUE,9,55,0.25,0.3,0.5,27.5,22.5,6.75,1.6875
P-NE-027,Cost,designReview,drawings usage,0.576,0.9,1,> 90%,%,TRUE,6,64,0.25,0.3,0.2,12.8,7.2,2.16,0.54
P-NE-027,Cost,designReview,photos usage,0.295,0.5,1.5,> 50%, count,TRUE,4,59,0.25,0.3,0.1,5.9,4.1,1.23,0.3075
P-NE-027,Cost,designReview,specifications usage,0.234,0.9,1,> 90%,%,TRUE,6,26,0.25,0.3,0.2,5.2,14.8,4.44,1.11
P-NE-027,Cost,financialSetup,budget to bid variance,0.013,0,0.05,< 5%,%,FALSE,9,74,0.25,0.2,0.15,11.1,3.9,0.78,0.195
P-NE-027,Cost,financialSetup,contingency adequacy,0.075,0.1,0.15,> 10%,%,TRUE,7,75,0.25,0.2,0.4,30,10,2,0.5
P-NE-027,Cost,financialSetup,days until sub contracts executed,16.56,0.15,21,< 15 days, days,FALSE,8,74,0.25,0.2,0.2,14.8,5.2,1.04,0.26
P-NE-027,Cost,financialSetup,prime contract to budget variance,0.1975,0,0.25,> 25%,%,FALSE,10,79,0.25,0.2,0.25,19.75,5.25,1.05,0.2625
P-NE-027,Cost,subcontractorPlanning,equipment cost variance,0.106,0,0.05,< 5%,%,FALSE,5,44,0.25,0.35,0.05,2.2,2.8,0.98,0.245
P-NE-027,Cost,subcontractorPlanning,gantt chart completion rate,0.6555,0.95,1,> 95%,%,TRUE,8,69,0.25,0.35,0.15,10.35,4.65,1.6275,0.406875
P-NE-027,Cost,subcontractorPlanning,labor cost variance,0.088,0,0.05,< 5%,%,FALSE,10,62,0.25,0.35,0.35,21.7,13.3,4.655,1.16375
P-NE-027,Cost,subcontractorPlanning,materials cost variance,0.094,0,0.05,< 5%,%,FALSE,10,56,0.25,0.35,0.2,11.2,8.8,3.08,0.77
P-NE-027,Cost,subcontractorPlanning,schedule to bid variance,0.07,0,0.05,< 5%,%,FALSE,9,80,0.25,0.35,0.25,20,5,1.75,0.4375
P-NE-027,GL Insurance,compliance,avg insurance acquired cycle,10.99,7,14,< 7 days, days,FALSE,7,43,0.25,0.2,0.1,4.3,5.7,1.14,0.285
P-NE-027,GL Insurance,compliance,avg permit approval cycle,16.2,20,30,< 20 days, days,FALSE,7,69,0.25,0.2,0.25,17.25,7.75,1.55,0.3875
P-NE-027,GL Insurance,compliance,avg sub COI received time,6.8,5,10,< 5 days, days,FALSE,6,64,0.25,0.2,0.5,32,18,3.6,0.9
P-NE-027,GL Insurance,compliance,permit submission timeliness,0.3325,0.95,1,> 95%, days,TRUE,8,35,0.25,0.2,0.15,5.25,9.75,1.95,0.4875
P-NE-027,GL Insurance,designReview,clash detection rate,0.774,0.9,1,> 90%,%,TRUE,9,86,0.25,0.3,0.25,21.5,3.5,1.05,0.2625
P-NE-027,GL Insurance,designReview,drawings usage,0.657,0.9,1,> 90%,%,TRUE,6,73,0.25,0.3,0.3,21.9,8.1,2.43,0.6075
P-NE-027,GL Insurance,designReview,photos usage,0.4,0.5,1.5,> 50%, count,TRUE,4,80,0.25,0.3,0.15,12,3,0.9,0.225
P-NE-027,GL Insurance,designReview,specifications usage,0.567,0.9,1,> 90%,%,TRUE,6,63,0.25,0.3,0.3,18.9,11.1,3.33,0.8325
P-NE-027,GL Insurance,financialSetup,budget to bid variance,0.0245,0,0.05,< 5%,%,FALSE,9,51,0.25,0.15,0.25,12.75,12.25,1.8375,0.459375
P-NE-027,GL Insurance,financialSetup,contingency adequacy,0.067,0.1,0.15,> 10%,%,TRUE,7,67,0.25,0.15,0.2,13.4,6.6,0.99,0.2475
P-NE-027,GL Insurance,financialSetup,days until sub contracts executed,16.2,0.15,21,< 15 days, days,FALSE,8,80,0.25,0.15,0.15,12,3,0.45,0.1125
P-NE-027,GL Insurance,financialSetup,prime contract to budget variance,0.15,0,0.25,> 25%,%,FALSE,10,60,0.25,0.15,0.4,24,16,2.4,0.6
P-NE-027,GL Insurance,subcontractorPlanning,equipment cost variance,0.076,0,0.05,< 5%,%,FALSE,5,74,0.25,0.35,0.05,3.7,1.3,0.455,0.11375
P-NE-027,GL Insurance,subcontractorPlanning,gantt chart completion rate,0.817,0.95,1,> 95%,%,TRUE,8,86,0.25,0.35,0.15,12.9,2.1,0.735,0.18375
P-NE-027,GL Insurance,subcontractorPlanning,labor cost variance,0.087,0,0.05,< 5%,%,FALSE,10,63,0.25,0.35,0.35,22.05,12.95,4.5325,1.133125
P-NE-027,GL Insurance,subcontractorPlanning,materials cost variance,0.084,0,0.05,< 5%,%,FALSE,10,66,0.25,0.35,0.2,13.2,6.8,2.38,0.595
P-NE-027,GL Insurance,subcontractorPlanning,schedule to bid variance,0.077,0,0.05,< 5%,%,FALSE,9,73,0.25,0.35,0.25,18.25,6.75,2.3625,0.590625
P-NE-027,Safety,compliance,avg insurance acquired cycle,9.94,7,14,< 7 days, days,FALSE,7,58,0.25,0.2,0.1,5.8,4.2,0.84,0.21
P-NE-027,Safety,compliance,avg permit approval cycle,21.8,20,30,< 20 days, days,FALSE,7,41,0.25,0.2,0.25,10.25,14.75,2.95,0.7375
P-NE-027,Safety,compliance,avg sub COI received time,7.1,5,10,< 5 days, days,FALSE,6,58,0.25,0.2,0.45,26.1,18.9,3.78,0.945
P-NE-027,Safety,compliance,permit submission timeliness,0.4655,0.95,1,> 95%, days,TRUE,8,49,0.25,0.2,0.2,9.8,10.2,2.04,0.51
P-NE-027,Safety,designReview,clash detection rate,0.396,0.9,1,> 90%,%,TRUE,9,44,0.25,0.3,0.35,15.4,19.6,5.88,1.47
P-NE-027,Safety,designReview,drawings usage,0.333,0.9,1,> 90%,%,TRUE,6,37,0.25,0.3,0.3,11.1,18.9,5.67,1.4175
P-NE-027,Safety,designReview,photos usage,0.135,0.5,1.5,> 50%, count,TRUE,4,27,0.25,0.3,0.15,4.05,10.95,3.285,0.82125
P-NE-027,Safety,designReview,specifications usage,0.162,0.9,1,> 90%,%,TRUE,6,18,0.25,0.3,0.2,3.6,16.4,4.92,1.23
P-NE-027,Safety,financialSetup,budget to bid variance,0.024,0,0.05,< 5%,%,FALSE,9,52,0.25,0.1,0.25,13,12,1.2,0.3
P-NE-027,Safety,financialSetup,contingency adequacy,0.04,0.1,0.15,> 10%,%,TRUE,7,40,0.25,0.1,0.15,6,9,0.9,0.225
P-NE-027,Safety,financialSetup,days until sub contracts executed,17.82,0.15,21,< 15 days, days,FALSE,8,53,0.25,0.1,0.2,10.6,9.4,0.94,0.235
P-NE-027,Safety,financialSetup,prime contract to budget variance,0.1125,0,0.25,> 25%,%,FALSE,10,45,0.25,0.1,0.4,18,22,2.2,0.55
P-NE-027,Safety,subcontractorPlanning,equipment cost variance,0.123,0,0.05,< 5%,%,FALSE,5,27,0.25,0.4,0.05,1.35,3.65,1.46,0.365
P-NE-027,Safety,subcontractorPlanning,gantt chart completion rate,0.3325,0.95,1,> 95%,%,TRUE,8,35,0.25,0.4,0.35,12.25,22.75,9.1,2.275
