projectId,region,projectManager,impact_category,action_item_type,action_item_id,description,required_action,weight
P-WE-022,West,Alice Brown,WC Insurance,Inspections,P-WE-022-INS-06,City inspection - foundation pour approval,Schedule inspection and prepare documentation,79
P-WE-022,West,Alice Brown,WC Insurance,Late Payment,P-WE-022-LAT-02,Subcontractor payment overdue - electrical trade,Process payment and review cash flow procedures,53
P-WE-022,West,Alice Brown,WC Insurance,Observations,P-WE-022-OBS-05,Safety observation - improper PPE usage,Conduct safety meeting and retrain workers,76
P-WE-022,West,Alice Brown,WC Insurance,RFIs,P-WE-022-RFI-01,RFI - HVAC ductwork routing conflict,Coordinate with MEP engineer for resolution,62
P-NE-023,Northeast,John Doe,BR Insurance,Change Orders,P-NE-023-CHA-04,Design change - structural beam modification,"Review impact on schedule and budget, get client approval",78
P-NE-023,Northeast,John Doe,BR Insurance,Incidents,P-NE-023-INC-06,Worker injury - minor cut on hand,Complete injury report and safety protocol review,73
P-NE-023,Northeast,John Doe,BR Insurance,Inspections,P-NE-023-INS-05,Quality inspection - concrete strength test,Review test results and approve next phase,63
P-NE-023,Northeast,John Doe,BR Insurance,Late Payment,P-NE-023-LAT-01,Subcontractor payment overdue - electrical trade,Process payment and review cash flow procedures,85
P-NE-023,Northeast,John Doe,BR Insurance,Observations,P-NE-023-OBS-08,Quality observation - misaligned window frames,Coordinate with trades to correct alignment,66
P-NE-023,Northeast,John Doe,BR Insurance,Punch Items,P-NE-023-PUN-03,Punch item - HVAC balancing incomplete,Complete system commissioning and testing,45
P-NE-023,Northeast,John Doe,BR Insurance,RFIs,P-NE-023-RFI-07,RFI - site drainage design modification,Review with civil engineer and approve changes,75
P-NE-023,Northeast,John Doe,BR Insurance,Submittals,P-NE-023-SUB-02,Submittal - elevator equipment shop drawings,Review technical specifications and approve,41
P-NE-023,Northeast,John Doe,CA Insurance,Change Orders,P-NE-023-CHA-04,Design change - structural beam modification,"Review impact on schedule and budget, get client approval",70
P-NE-023,Northeast,John Doe,CA Insurance,Incidents,P-NE-023-INC-06,Worker injury - minor cut on hand,Complete injury report and safety protocol review,74
P-NE-023,Northeast,John Doe,CA Insurance,Inspections,P-NE-023-INS-05,Quality inspection - concrete strength test,Review test results and approve next phase,54
P-NE-023,Northeast,John Doe,CA Insurance,Late Payment,P-NE-023-LAT-01,Subcontractor payment overdue - electrical trade,Process payment and review cash flow procedures,60
P-NE-023,Northeast,John Doe,CA Insurance,Observations,P-NE-023-OBS-08,Quality observation - misaligned window frames,Coordinate with trades to correct alignment,69
P-NE-023,Northeast,John Doe,CA Insurance,Punch Items,P-NE-023-PUN-03,Punch item - HVAC balancing incomplete,Complete system commissioning and testing,54
P-NE-023,Northeast,John Doe,CA Insurance,RFIs,P-NE-023-RFI-07,RFI - site drainage design modification,Review with civil engineer and approve changes,63
P-NE-023,Northeast,John Doe,CA Insurance,Submittals,P-NE-023-SUB-02,Submittal - elevator equipment shop drawings,Review technical specifications and approve,54
P-NE-023,Northeast,John Doe,Cost,Change Orders,P-NE-023-CHA-04,Design change - structural beam modification,"Review impact on schedule and budget, get client approval",95
P-NE-023,Northeast,John Doe,Cost,Incidents,P-NE-023-INC-06,Worker injury - minor cut on hand,Complete injury report and safety protocol review,71
P-NE-023,Northeast,John Doe,Cost,Inspections,P-NE-023-INS-05,Quality inspection - concrete strength test,Review test results and approve next phase,69
P-NE-023,Northeast,John Doe,Cost,Late Payment,P-NE-023-LAT-01,Subcontractor payment overdue - electrical trade,Process payment and review cash flow procedures,85
P-NE-023,Northeast,John Doe,Cost,Observations,P-NE-023-OBS-08,Quality observation - misaligned window frames,Coordinate with trades to correct alignment,59
P-NE-023,Northeast,John Doe,Cost,Punch Items,P-NE-023-PUN-03,Punch item - HVAC balancing incomplete,Complete system commissioning and testing,51
P-NE-023,Northeast,John Doe,Cost,RFIs,P-NE-023-RFI-07,RFI - site drainage design modification,Review with civil engineer and approve changes,80
P-NE-023,Northeast,John Doe,Cost,Submittals,P-NE-023-SUB-02,Submittal - elevator equipment shop drawings,Review technical specifications and approve,72
P-NE-023,Northeast,John Doe,GL Insurance,Change Orders,P-NE-023-CHA-04,Design change - structural beam modification,"Review impact on schedule and budget, get client approval",72
P-NE-023,Northeast,John Doe,GL Insurance,Incidents,P-NE-023-INC-06,Worker injury - minor cut on hand,Complete injury report and safety protocol review,77
P-NE-023,Northeast,John Doe,GL Insurance,Inspections,P-NE-023-INS-05,Quality inspection - concrete strength test,Review test results and approve next phase,60
P-NE-023,Northeast,John Doe,GL Insurance,Late Payment,P-NE-023-LAT-01,Subcontractor payment overdue - electrical trade,Process payment and review cash flow procedures,46
P-NE-023,Northeast,John Doe,GL Insurance,Observations,P-NE-023-OBS-08,Quality observation - misaligned window frames,Coordinate with trades to correct alignment,88
P-NE-023,Northeast,John Doe,GL Insurance,Punch Items,P-NE-023-PUN-03,Punch item - HVAC balancing incomplete,Complete system commissioning and testing,62
P-NE-023,Northeast,John Doe,GL Insurance,RFIs,P-NE-023-RFI-07,RFI - site drainage design modification,Review with civil engineer and approve changes,79
P-NE-023,Northeast,John Doe,GL Insurance,Submittals,P-NE-023-SUB-02,Submittal - elevator equipment shop drawings,Review technical specifications and approve,55
P-NE-023,Northeast,John Doe,Safety,Change Orders,P-NE-023-CHA-04,Design change - structural beam modification,"Review impact on schedule and budget, get client approval",73
P-NE-023,Northeast,John Doe,Safety,Incidents,P-NE-023-INC-06,Worker injury - minor cut on hand,Complete injury report and safety protocol review,95
P-NE-023,Northeast,John Doe,Safety,Inspections,P-NE-023-INS-05,Quality inspection - concrete strength test,Review test results and approve next phase,82
P-NE-023,Northeast,John Doe,Safety,Late Payment,P-NE-023-LAT-01,Subcontractor payment overdue - electrical trade,Process payment and review cash flow procedures,45
P-NE-023,Northeast,John Doe,Safety,Observations,P-NE-023-OBS-08,Quality observation - misaligned window frames,Coordinate with trades to correct alignment,81
P-NE-023,Northeast,John Doe,Safety,Punch Items,P-NE-023-PUN-03,Punch item - HVAC balancing incomplete,Complete system commissioning and testing,65
P-NE-023,Northeast,John Doe,Safety,RFIs,P-NE-023-RFI-07,RFI - site drainage design modification,Review with civil engineer and approve changes,74
P-NE-023,Northeast,John Doe,Safety,Submittals,P-NE-023-SUB-02,Submittal - elevator equipment shop drawings,Review technical specifications and approve,63
P-NE-023,Northeast,John Doe,Schedule,Change Orders,P-NE-023-CHA-04,Design change - structural beam modification,"Review impact on schedule and budget, get client approval",84
P-NE-023,Northeast,John Doe,Schedule,Incidents,P-NE-023-INC-06,Worker injury - minor cut on hand,Complete injury report and safety protocol review,58
P-NE-023,Northeast,John Doe,Schedule,Inspections,P-NE-023-INS-05,Quality inspection - concrete strength test,Review test results and approve next phase,87
P-NE-023,Northeast,John Doe,Schedule,Late Payment,P-NE-023-LAT-01,Subcontractor payment overdue - electrical trade,Process payment and review cash flow procedures,68
P-NE-023,Northeast,John Doe,Schedule,Observations,P-NE-023-OBS-08,Quality observation - misaligned window frames,Coordinate with trades to correct alignment,66
P-NE-023,Northeast,John Doe,Schedule,Punch Items,P-NE-023-PUN-03,Punch item - HVAC balancing incomplete,Complete system commissioning and testing,70
P-NE-023,Northeast,John Doe,Schedule,RFIs,P-NE-023-RFI-07,RFI - site drainage design modification,Review with civil engineer and approve changes,87
P-NE-023,Northeast,John Doe,Schedule,Submittals,P-NE-023-SUB-02,Submittal - elevator equipment shop drawings,Review technical specifications and approve,80
P-NE-023,Northeast,John Doe,WC Insurance,Change Orders,P-NE-023-CHA-04,Design change - structural beam modification,"Review impact on schedule and budget, get client approval",67
P-NE-023,Northeast,John Doe,WC Insurance,Incidents,P-NE-023-INC-06,Worker injury - minor cut on hand,Complete injury report and safety protocol review,82
P-NE-023,Northeast,John Doe,WC Insurance,Inspections,P-NE-023-INS-05,Quality inspection - concrete strength test,Review test results and approve next phase,79
P-NE-023,Northeast,John Doe,WC Insurance,Late Payment,P-NE-023-LAT-01,Subcontractor payment overdue - electrical trade,Process payment and review cash flow procedures,52
P-NE-023,Northeast,John Doe,WC Insurance,Observations,P-NE-023-OBS-08,Quality observation - misaligned window frames,Coordinate with trades to correct alignment,84
P-NE-023,Northeast,John Doe,WC Insurance,Punch Items,P-NE-023-PUN-03,Punch item - HVAC balancing incomplete,Complete system commissioning and testing,64
P-NE-023,Northeast,John Doe,WC Insurance,RFIs,P-NE-023-RFI-07,RFI - site drainage design modification,Review with civil engineer and approve changes,59
P-NE-023,Northeast,John Doe,WC Insurance,Submittals,P-NE-023-SUB-02,Submittal - elevator equipment shop drawings,Review technical specifications and approve,60
P-SE-024,Southeast,Jane Smith,BR Insurance,Change Orders,P-SE-024-CHA-07,Site condition change - unexpected utilities,Assess additional costs and timeline impact,77
P-SE-024,Southeast,Jane Smith,BR Insurance,Inspections,P-SE-024-INS-02,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,63
P-SE-024,Southeast,Jane Smith,BR Insurance,Late Payment,P-SE-024-LAT-06,Equipment rental payment late,Process payment to avoid service interruption,91
P-SE-024,Southeast,Jane Smith,BR Insurance,Observations,P-SE-024-OBS-01,Environmental observation - dust control,Implement additional dust suppression measures,72
P-SE-024,Southeast,Jane Smith,BR Insurance,Punch Items,P-SE-024-PUN-05,Punch item - paint touch-ups in lobby,Schedule painter and coordinate with client,55
P-SE-024,Southeast,Jane Smith,BR Insurance,RFIs,P-SE-024-RFI-03,RFI - HVAC ductwork routing conflict,Coordinate with MEP engineer for resolution,72
P-SE-024,Southeast,Jane Smith,BR Insurance,Submittals,P-SE-024-SUB-04,Submittal - lighting fixture cut sheets,Verify energy efficiency compliance,46
P-SE-024,Southeast,Jane Smith,CA Insurance,Change Orders,P-SE-024-CHA-07,Site condition change - unexpected utilities,Assess additional costs and timeline impact,72
P-SE-024,Southeast,Jane Smith,CA Insurance,Inspections,P-SE-024-INS-02,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,51
P-SE-024,Southeast,Jane Smith,CA Insurance,Late Payment,P-SE-024-LAT-06,Equipment rental payment late,Process payment to avoid service interruption,72
P-SE-024,Southeast,Jane Smith,CA Insurance,Observations,P-SE-024-OBS-01,Environmental observation - dust control,Implement additional dust suppression measures,70
P-SE-024,Southeast,Jane Smith,CA Insurance,Punch Items,P-SE-024-PUN-05,Punch item - paint touch-ups in lobby,Schedule painter and coordinate with client,52
P-SE-024,Southeast,Jane Smith,CA Insurance,RFIs,P-SE-024-RFI-03,RFI - HVAC ductwork routing conflict,Coordinate with MEP engineer for resolution,60
P-SE-024,Southeast,Jane Smith,CA Insurance,Submittals,P-SE-024-SUB-04,Submittal - lighting fixture cut sheets,Verify energy efficiency compliance,41
P-SE-024,Southeast,Jane Smith,Cost,Change Orders,P-SE-024-CHA-07,Site condition change - unexpected utilities,Assess additional costs and timeline impact,92
P-SE-024,Southeast,Jane Smith,Cost,Inspections,P-SE-024-INS-02,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,63
P-SE-024,Southeast,Jane Smith,Cost,Late Payment,P-SE-024-LAT-06,Equipment rental payment late,Process payment to avoid service interruption,95
P-SE-024,Southeast,Jane Smith,Cost,Observations,P-SE-024-OBS-01,Environmental observation - dust control,Implement additional dust suppression measures,63
P-SE-024,Southeast,Jane Smith,Cost,Punch Items,P-SE-024-PUN-05,Punch item - paint touch-ups in lobby,Schedule painter and coordinate with client,49
P-SE-024,Southeast,Jane Smith,Cost,RFIs,P-SE-024-RFI-03,RFI - HVAC ductwork routing conflict,Coordinate with MEP engineer for resolution,76
P-SE-024,Southeast,Jane Smith,Cost,Submittals,P-SE-024-SUB-04,Submittal - lighting fixture cut sheets,Verify energy efficiency compliance,70
P-SE-024,Southeast,Jane Smith,GL Insurance,Change Orders,P-SE-024-CHA-07,Site condition change - unexpected utilities,Assess additional costs and timeline impact,78
P-SE-024,Southeast,Jane Smith,GL Insurance,Inspections,P-SE-024-INS-02,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,73
P-SE-024,Southeast,Jane Smith,GL Insurance,Late Payment,P-SE-024-LAT-06,Equipment rental payment late,Process payment to avoid service interruption,55
P-SE-024,Southeast,Jane Smith,GL Insurance,Observations,P-SE-024-OBS-01,Environmental observation - dust control,Implement additional dust suppression measures,80
P-SE-024,Southeast,Jane Smith,GL Insurance,Punch Items,P-SE-024-PUN-05,Punch item - paint touch-ups in lobby,Schedule painter and coordinate with client,60
P-SE-024,Southeast,Jane Smith,GL Insurance,RFIs,P-SE-024-RFI-03,RFI - HVAC ductwork routing conflict,Coordinate with MEP engineer for resolution,67
P-SE-024,Southeast,Jane Smith,GL Insurance,Submittals,P-SE-024-SUB-04,Submittal - lighting fixture cut sheets,Verify energy efficiency compliance,48
P-SE-024,Southeast,Jane Smith,Safety,Change Orders,P-SE-024-CHA-07,Site condition change - unexpected utilities,Assess additional costs and timeline impact,73
P-SE-024,Southeast,Jane Smith,Safety,Inspections,P-SE-024-INS-02,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,83
P-SE-024,Southeast,Jane Smith,Safety,Late Payment,P-SE-024-LAT-06,Equipment rental payment late,Process payment to avoid service interruption,57
P-SE-024,Southeast,Jane Smith,Safety,Observations,P-SE-024-OBS-01,Environmental observation - dust control,Implement additional dust suppression measures,88
P-SE-024,Southeast,Jane Smith,Safety,Punch Items,P-SE-024-PUN-05,Punch item - paint touch-ups in lobby,Schedule painter and coordinate with client,72
P-SE-024,Southeast,Jane Smith,Safety,RFIs,P-SE-024-RFI-03,RFI - HVAC ductwork routing conflict,Coordinate with MEP engineer for resolution,77
P-SE-024,Southeast,Jane Smith,Safety,Submittals,P-SE-024-SUB-04,Submittal - lighting fixture cut sheets,Verify energy efficiency compliance,59
P-SE-024,Southeast,Jane Smith,Schedule,Change Orders,P-SE-024-CHA-07,Site condition change - unexpected utilities,Assess additional costs and timeline impact,75
P-SE-024,Southeast,Jane Smith,Schedule,Inspections,P-SE-024-INS-02,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,81
P-SE-024,Southeast,Jane Smith,Schedule,Late Payment,P-SE-024-LAT-06,Equipment rental payment late,Process payment to avoid service interruption,56
P-SE-024,Southeast,Jane Smith,Schedule,Observations,P-SE-024-OBS-01,Environmental observation - dust control,Implement additional dust suppression measures,73
P-SE-024,Southeast,Jane Smith,Schedule,Punch Items,P-SE-024-PUN-05,Punch item - paint touch-ups in lobby,Schedule painter and coordinate with client,67
P-SE-024,Southeast,Jane Smith,Schedule,RFIs,P-SE-024-RFI-03,RFI - HVAC ductwork routing conflict,Coordinate with MEP engineer for resolution,99
P-SE-024,Southeast,Jane Smith,Schedule,Submittals,P-SE-024-SUB-04,Submittal - lighting fixture cut sheets,Verify energy efficiency compliance,79
P-SE-024,Southeast,Jane Smith,WC Insurance,Change Orders,P-SE-024-CHA-07,Site condition change - unexpected utilities,Assess additional costs and timeline impact,58
P-SE-024,Southeast,Jane Smith,WC Insurance,Inspections,P-SE-024-INS-02,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,67
P-SE-024,Southeast,Jane Smith,WC Insurance,Late Payment,P-SE-024-LAT-06,Equipment rental payment late,Process payment to avoid service interruption,42
P-SE-024,Southeast,Jane Smith,WC Insurance,Observations,P-SE-024-OBS-01,Environmental observation - dust control,Implement additional dust suppression measures,81
P-SE-024,Southeast,Jane Smith,WC Insurance,Punch Items,P-SE-024-PUN-05,Punch item - paint touch-ups in lobby,Schedule painter and coordinate with client,80
P-SE-024,Southeast,Jane Smith,WC Insurance,RFIs,P-SE-024-RFI-03,RFI - HVAC ductwork routing conflict,Coordinate with MEP engineer for resolution,63
P-SE-024,Southeast,Jane Smith,WC Insurance,Submittals,P-SE-024-SUB-04,Submittal - lighting fixture cut sheets,Verify energy efficiency compliance,56
P-MW-025,Midwest,Mike Johnson,BR Insurance,Change Orders,P-MW-025-CHA-06,Scope addition - additional parking spaces,Prepare cost estimate and contract amendment,83
P-MW-025,Midwest,Mike Johnson,BR Insurance,Incidents,P-MW-025-INC-03,Material damage - concrete delivery spill,File insurance claim and arrange cleanup,77
P-MW-025,Midwest,Mike Johnson,BR Insurance,Late Payment,P-MW-025-LAT-07,Equipment rental payment late,Process payment to avoid service interruption,83
P-MW-025,Midwest,Mike Johnson,BR Insurance,Observations,P-MW-025-OBS-01,Safety observation - improper PPE usage,Conduct safety meeting and retrain workers,55
P-MW-025,Midwest,Mike Johnson,BR Insurance,Punch Items,P-MW-025-PUN-02,Punch item - HVAC balancing incomplete,Complete system commissioning and testing,65
P-MW-025,Midwest,Mike Johnson,BR Insurance,RFIs,P-MW-025-RFI-04,RFI - site drainage design modification,Review with civil engineer and approve changes,67
P-MW-025,Midwest,Mike Johnson,BR Insurance,Submittals,P-MW-025-SUB-05,Submittal - elevator equipment shop drawings,Review technical specifications and approve,53
P-MW-025,Midwest,Mike Johnson,CA Insurance,Change Orders,P-MW-025-CHA-06,Scope addition - additional parking spaces,Prepare cost estimate and contract amendment,69
P-MW-025,Midwest,Mike Johnson,CA Insurance,Incidents,P-MW-025-INC-03,Material damage - concrete delivery spill,File insurance claim and arrange cleanup,90
P-MW-025,Midwest,Mike Johnson,CA Insurance,Late Payment,P-MW-025-LAT-07,Equipment rental payment late,Process payment to avoid service interruption,69
P-MW-025,Midwest,Mike Johnson,CA Insurance,Observations,P-MW-025-OBS-01,Safety observation - improper PPE usage,Conduct safety meeting and retrain workers,67
P-MW-025,Midwest,Mike Johnson,CA Insurance,Punch Items,P-MW-025-PUN-02,Punch item - HVAC balancing incomplete,Complete system commissioning and testing,48
P-MW-025,Midwest,Mike Johnson,CA Insurance,RFIs,P-MW-025-RFI-04,RFI - site drainage design modification,Review with civil engineer and approve changes,61
P-MW-025,Midwest,Mike Johnson,CA Insurance,Submittals,P-MW-025-SUB-05,Submittal - elevator equipment shop drawings,Review technical specifications and approve,47
P-MW-025,Midwest,Mike Johnson,Cost,Change Orders,P-MW-025-CHA-06,Scope addition - additional parking spaces,Prepare cost estimate and contract amendment,85
P-MW-025,Midwest,Mike Johnson,Cost,Incidents,P-MW-025-INC-03,Material damage - concrete delivery spill,File insurance claim and arrange cleanup,78
P-MW-025,Midwest,Mike Johnson,Cost,Late Payment,P-MW-025-LAT-07,Equipment rental payment late,Process payment to avoid service interruption,85
P-MW-025,Midwest,Mike Johnson,Cost,Observations,P-MW-025-OBS-01,Safety observation - improper PPE usage,Conduct safety meeting and retrain workers,59
P-MW-025,Midwest,Mike Johnson,Cost,Punch Items,P-MW-025-PUN-02,Punch item - HVAC balancing incomplete,Complete system commissioning and testing,47
P-MW-025,Midwest,Mike Johnson,Cost,RFIs,P-MW-025-RFI-04,RFI - site drainage design modification,Review with civil engineer and approve changes,75
P-MW-025,Midwest,Mike Johnson,Cost,Submittals,P-MW-025-SUB-05,Submittal - elevator equipment shop drawings,Review technical specifications and approve,63
P-MW-025,Midwest,Mike Johnson,GL Insurance,Change Orders,P-MW-025-CHA-06,Scope addition - additional parking spaces,Prepare cost estimate and contract amendment,75
P-MW-025,Midwest,Mike Johnson,GL Insurance,Incidents,P-MW-025-INC-03,Material damage - concrete delivery spill,File insurance claim and arrange cleanup,80
P-MW-025,Midwest,Mike Johnson,GL Insurance,Late Payment,P-MW-025-LAT-07,Equipment rental payment late,Process payment to avoid service interruption,60
P-MW-025,Midwest,Mike Johnson,GL Insurance,Observations,P-MW-025-OBS-01,Safety observation - improper PPE usage,Conduct safety meeting and retrain workers,90
P-MW-025,Midwest,Mike Johnson,GL Insurance,Punch Items,P-MW-025-PUN-02,Punch item - HVAC balancing incomplete,Complete system commissioning and testing,59
P-MW-025,Midwest,Mike Johnson,GL Insurance,RFIs,P-MW-025-RFI-04,RFI - site drainage design modification,Review with civil engineer and approve changes,73
P-MW-025,Midwest,Mike Johnson,GL Insurance,Submittals,P-MW-025-SUB-05,Submittal - elevator equipment shop drawings,Review technical specifications and approve,50
P-MW-025,Midwest,Mike Johnson,Safety,Change Orders,P-MW-025-CHA-06,Scope addition - additional parking spaces,Prepare cost estimate and contract amendment,66
P-MW-025,Midwest,Mike Johnson,Safety,Incidents,P-MW-025-INC-03,Material damage - concrete delivery spill,File insurance claim and arrange cleanup,89
P-MW-025,Midwest,Mike Johnson,Safety,Late Payment,P-MW-025-LAT-07,Equipment rental payment late,Process payment to avoid service interruption,48
P-MW-025,Midwest,Mike Johnson,Safety,Observations,P-MW-025-OBS-01,Safety observation - improper PPE usage,Conduct safety meeting and retrain workers,82
P-MW-025,Midwest,Mike Johnson,Safety,Punch Items,P-MW-025-PUN-02,Punch item - HVAC balancing incomplete,Complete system commissioning and testing,79
P-MW-025,Midwest,Mike Johnson,Safety,RFIs,P-MW-025-RFI-04,RFI - site drainage design modification,Review with civil engineer and approve changes,80
P-MW-025,Midwest,Mike Johnson,Safety,Submittals,P-MW-025-SUB-05,Submittal - elevator equipment shop drawings,Review technical specifications and approve,57
P-MW-025,Midwest,Mike Johnson,Schedule,Change Orders,P-MW-025-CHA-06,Scope addition - additional parking spaces,Prepare cost estimate and contract amendment,79
P-MW-025,Midwest,Mike Johnson,Schedule,Incidents,P-MW-025-INC-03,Material damage - concrete delivery spill,File insurance claim and arrange cleanup,55
P-MW-025,Midwest,Mike Johnson,Schedule,Late Payment,P-MW-025-LAT-07,Equipment rental payment late,Process payment to avoid service interruption,69
P-MW-025,Midwest,Mike Johnson,Schedule,Observations,P-MW-025-OBS-01,Safety observation - improper PPE usage,Conduct safety meeting and retrain workers,56
P-MW-025,Midwest,Mike Johnson,Schedule,Punch Items,P-MW-025-PUN-02,Punch item - HVAC balancing incomplete,Complete system commissioning and testing,73
P-MW-025,Midwest,Mike Johnson,Schedule,RFIs,P-MW-025-RFI-04,RFI - site drainage design modification,Review with civil engineer and approve changes,97
P-MW-025,Midwest,Mike Johnson,Schedule,Submittals,P-MW-025-SUB-05,Submittal - elevator equipment shop drawings,Review technical specifications and approve,82
P-MW-025,Midwest,Mike Johnson,WC Insurance,Change Orders,P-MW-025-CHA-06,Scope addition - additional parking spaces,Prepare cost estimate and contract amendment,58
P-MW-025,Midwest,Mike Johnson,WC Insurance,Incidents,P-MW-025-INC-03,Material damage - concrete delivery spill,File insurance claim and arrange cleanup,94
P-MW-025,Midwest,Mike Johnson,WC Insurance,Late Payment,P-MW-025-LAT-07,Equipment rental payment late,Process payment to avoid service interruption,53
P-MW-025,Midwest,Mike Johnson,WC Insurance,Observations,P-MW-025-OBS-01,Safety observation - improper PPE usage,Conduct safety meeting and retrain workers,80
P-MW-025,Midwest,Mike Johnson,WC Insurance,Punch Items,P-MW-025-PUN-02,Punch item - HVAC balancing incomplete,Complete system commissioning and testing,74
P-MW-025,Midwest,Mike Johnson,WC Insurance,RFIs,P-MW-025-RFI-04,RFI - site drainage design modification,Review with civil engineer and approve changes,66
P-MW-025,Midwest,Mike Johnson,WC Insurance,Submittals,P-MW-025-SUB-05,Submittal - elevator equipment shop drawings,Review technical specifications and approve,61
P-WE-026,West,Alice Brown,BR Insurance,Incidents,P-WE-026-INC-04,Worker injury - minor cut on hand,Complete injury report and safety protocol review,72
P-WE-026,West,Alice Brown,BR Insurance,Inspections,P-WE-026-INS-02,City inspection - foundation pour approval,Schedule inspection and prepare documentation,63
P-WE-026,West,Alice Brown,BR Insurance,Late Payment,P-WE-026-LAT-06,Client payment delayed - progress billing,Follow up with client and accounts receivable,95
P-WE-026,West,Alice Brown,BR Insurance,Observations,P-WE-026-OBS-01,Safety observation - improper PPE usage,Conduct safety meeting and retrain workers,64
P-WE-026,West,Alice Brown,BR Insurance,Punch Items,P-WE-026-PUN-03,Punch item - paint touch-ups in lobby,Schedule painter and coordinate with client,51
P-WE-026,West,Alice Brown,BR Insurance,Submittals,P-WE-026-SUB-05,Submittal - elevator equipment shop drawings,Review technical specifications and approve,50
P-WE-026,West,Alice Brown,CA Insurance,Incidents,P-WE-026-INC-04,Worker injury - minor cut on hand,Complete injury report and safety protocol review,85
P-WE-026,West,Alice Brown,CA Insurance,Inspections,P-WE-026-INS-02,City inspection - foundation pour approval,Schedule inspection and prepare documentation,57
P-WE-026,West,Alice Brown,CA Insurance,Late Payment,P-WE-026-LAT-06,Client payment delayed - progress billing,Follow up with client and accounts receivable,79
P-WE-026,West,Alice Brown,CA Insurance,Observations,P-WE-026-OBS-01,Safety observation - improper PPE usage,Conduct safety meeting and retrain workers,68
P-WE-026,West,Alice Brown,CA Insurance,Punch Items,P-WE-026-PUN-03,Punch item - paint touch-ups in lobby,Schedule painter and coordinate with client,53
P-WE-026,West,Alice Brown,CA Insurance,Submittals,P-WE-026-SUB-05,Submittal - elevator equipment shop drawings,Review technical specifications and approve,41
P-WE-026,West,Alice Brown,Cost,Incidents,P-WE-026-INC-04,Worker injury - minor cut on hand,Complete injury report and safety protocol review,80
P-WE-026,West,Alice Brown,Cost,Inspections,P-WE-026-INS-02,City inspection - foundation pour approval,Schedule inspection and prepare documentation,72
P-WE-026,West,Alice Brown,Cost,Late Payment,P-WE-026-LAT-06,Client payment delayed - progress billing,Follow up with client and accounts receivable,77
P-WE-026,West,Alice Brown,Cost,Observations,P-WE-026-OBS-01,Safety observation - improper PPE usage,Conduct safety meeting and retrain workers,65
P-WE-026,West,Alice Brown,Cost,Punch Items,P-WE-026-PUN-03,Punch item - paint touch-ups in lobby,Schedule painter and coordinate with client,64
P-WE-026,West,Alice Brown,Cost,Submittals,P-WE-026-SUB-05,Submittal - elevator equipment shop drawings,Review technical specifications and approve,67
P-WE-026,West,Alice Brown,GL Insurance,Incidents,P-WE-026-INC-04,Worker injury - minor cut on hand,Complete injury report and safety protocol review,95
P-WE-026,West,Alice Brown,GL Insurance,Inspections,P-WE-026-INS-02,City inspection - foundation pour approval,Schedule inspection and prepare documentation,65
P-WE-026,West,Alice Brown,GL Insurance,Late Payment,P-WE-026-LAT-06,Client payment delayed - progress billing,Follow up with client and accounts receivable,57
P-WE-026,West,Alice Brown,GL Insurance,Observations,P-WE-026-OBS-01,Safety observation - improper PPE usage,Conduct safety meeting and retrain workers,83
P-WE-026,West,Alice Brown,GL Insurance,Punch Items,P-WE-026-PUN-03,Punch item - paint touch-ups in lobby,Schedule painter and coordinate with client,57
P-WE-026,West,Alice Brown,GL Insurance,Submittals,P-WE-026-SUB-05,Submittal - elevator equipment shop drawings,Review technical specifications and approve,53
P-WE-026,West,Alice Brown,Safety,Incidents,P-WE-026-INC-04,Worker injury - minor cut on hand,Complete injury report and safety protocol review,92
P-WE-026,West,Alice Brown,Safety,Inspections,P-WE-026-INS-02,City inspection - foundation pour approval,Schedule inspection and prepare documentation,78
P-WE-026,West,Alice Brown,Safety,Late Payment,P-WE-026-LAT-06,Client payment delayed - progress billing,Follow up with client and accounts receivable,48
P-WE-026,West,Alice Brown,Safety,Observations,P-WE-026-OBS-01,Safety observation - improper PPE usage,Conduct safety meeting and retrain workers,86
P-WE-026,West,Alice Brown,Safety,Punch Items,P-WE-026-PUN-03,Punch item - paint touch-ups in lobby,Schedule painter and coordinate with client,81
P-WE-026,West,Alice Brown,Safety,Submittals,P-WE-026-SUB-05,Submittal - elevator equipment shop drawings,Review technical specifications and approve,70
P-WE-026,West,Alice Brown,Schedule,Incidents,P-WE-026-INC-04,Worker injury - minor cut on hand,Complete injury report and safety protocol review,65
P-WE-026,West,Alice Brown,Schedule,Inspections,P-WE-026-INS-02,City inspection - foundation pour approval,Schedule inspection and prepare documentation,76
P-WE-026,West,Alice Brown,Schedule,Late Payment,P-WE-026-LAT-06,Client payment delayed - progress billing,Follow up with client and accounts receivable,63
P-WE-026,West,Alice Brown,Schedule,Observations,P-WE-026-OBS-01,Safety observation - improper PPE usage,Conduct safety meeting and retrain workers,63
P-WE-026,West,Alice Brown,Schedule,Punch Items,P-WE-026-PUN-03,Punch item - paint touch-ups in lobby,Schedule painter and coordinate with client,73
