impact_category,process_name,kpi_name,bp_lower_bound,bp_upper_bound,bp_range_display,unit,higher_is_better,importance_weight,phase wt,process wt,KPI wt,realized_value,unrealized_value,process_level_unrealized_value,phase_level_unrealized_value,projectId,score,actual
CA Insurance,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.15,0.3,0.4,33.2,6.8,2.0,0.31,P-WE-030,62.0,0.94
CA Insurance,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.15,0.3,0.6,51.0,9.0,2.7,0.41,P-WE-030,79.0,1.0
CA Insurance,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.15,0.4,0.35,24.5,10.5,4.2,0.63,P-WE-030,79.0,6.0
CA Insurance,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.15,0.4,0.65,65.0,0.0,0.0,0.0,P-WE-030,50.0,1.0
CA Insurance,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.15,0.2,0.6,52.2,7.8,1.6,0.23,P-WE-030,70.0,2.0
CA Insurance,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.15,0.2,0.4,25.2,14.8,3.0,0.44,P-WE-030,44.0,1.0
Cost,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.05,0.1,0.55,55.0,0.0,0.0,0.0,P-WE-030,81.0,9.5
Cost,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.05,0.1,0.45,24.8,20.3,2.0,0.1,P-WE-030,85.0,0.97
Cost,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.05,0.2,0.6,49.8,10.2,2.0,0.1,P-WE-030,88.0,1.0
Cost,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.05,0.2,0.4,34.0,6.0,1.2,0.06,P-WE-030,84.0,1.0
Cost,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.05,0.4,0.45,31.5,13.5,5.4,0.27,P-WE-030,60.0,12.0
Cost,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.05,0.4,0.55,55.0,0.0,0.0,0.0,P-WE-030,66.0,1.0
Cost,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.05,0.3,0.4,34.8,5.2,1.6,0.08,P-WE-030,63.0,3.0
Cost,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.05,0.3,0.6,37.8,22.2,6.7,0.33,P-WE-030,62.0,1.0
GL Insurance,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.15,0.25,0.4,40.0,0.0,0.0,0.0,P-WE-030,69.0,9.5
GL Insurance,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.15,0.25,0.6,33.0,27.0,6.8,1.01,P-WE-030,78.0,1.0
GL Insurance,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.15,0.4,0.6,49.8,10.2,4.1,0.61,P-WE-030,96.0,0.98
GL Insurance,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.15,0.4,0.4,34.0,6.0,2.4,0.36,P-WE-030,78.0,1.0
GL Insurance,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.15,0.05,0.4,28.0,12.0,0.6,0.09,P-WE-030,53.0,15.0
GL Insurance,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.15,0.05,0.6,60.0,0.0,0.0,0.0,P-WE-030,49.0,0.98
GL Insurance,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.15,0.3,0.4,34.8,5.2,1.6,0.23,P-WE-030,57.0,3.0
GL Insurance,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.15,0.3,0.6,37.8,22.2,6.7,1.0,P-WE-030,83.0,0.96
Safety,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.05,0.3,0.35,35.0,0.0,0.0,0.0,P-WE-030,86.0,9.7
Safety,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.05,0.3,0.65,35.8,29.3,8.8,0.44,P-WE-030,89.0,0.96
Safety,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.05,0.25,0.6,49.8,10.2,2.6,0.13,P-WE-030,54.0,0.94
Safety,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.05,0.25,0.4,34.0,6.0,1.5,0.08,P-WE-030,80.0,1.0
Safety,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.05,0.05,0.4,28.0,12.0,0.6,0.03,P-WE-030,79.0,6.0
Safety,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.05,0.05,0.6,60.0,0.0,0.0,0.0,P-WE-030,79.0,1.0
Safety,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.05,0.4,0.4,34.8,5.2,2.1,0.1,P-WE-030,44.0,4.0
Safety,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.05,0.4,0.6,37.8,22.2,8.9,0.44,P-WE-030,65.0,0.97
Schedule,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.05,0.1,0.4,40.0,0.0,0.0,0.0,P-WE-030,38.0,8.8
Schedule,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.05,0.1,0.6,33.0,27.0,2.7,0.14,P-WE-030,37.0,1.0
Schedule,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.05,0.3,0.4,33.2,6.8,2.0,0.1,P-WE-030,52.0,0.97
Schedule,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.05,0.3,0.6,51.0,9.0,2.7,0.14,P-WE-030,55.0,1.0
Schedule,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.05,0.3,0.45,31.5,13.5,4.1,0.2,P-WE-030,58.0,12.0
Schedule,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.05,0.3,0.55,55.0,0.0,0.0,0.0,P-WE-030,71.0,1.0
Schedule,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.05,0.3,0.6,52.2,7.8,2.3,0.12,P-WE-030,58.0,3.0
Schedule,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.05,0.3,0.4,25.2,14.8,4.4,0.22,P-WE-030,74.0,1.0
WC Insurance,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.05,0.05,0.35,35.0,0.0,0.0,0.0,P-WE-030,56.0,8.7
WC Insurance,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.05,0.05,0.65,35.8,29.3,1.5,0.07,P-WE-030,57.0,1.0
WC Insurance,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.05,0.025,0.45,37.4,7.7,0.2,0.01,P-WE-030,54.0,0.97
WC Insurance,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.05,0.025,0.55,46.8,8.3,0.2,0.01,P-WE-030,47.0,1.0
WC Insurance,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.05,0.025,0.4,28.0,12.0,0.3,0.02,P-WE-030,89.0,3.0
WC Insurance,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.05,0.025,0.6,60.0,0.0,0.0,0.0,P-WE-030,83.0,1.0
WC Insurance,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.05,0.9,0.4,34.8,5.2,4.7,0.23,P-WE-030,88.0,1.0
WC Insurance,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.05,0.9,0.6,37.8,22.2,20.0,1.0,P-WE-030,88.0,0.96
BR Insurance,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.1,0.2,0.4,40.0,0.0,0.0,0.0,P-NE-031,57.0,9.1
BR Insurance,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.1,0.2,0.6,33.0,27.0,5.4,0.54,P-NE-031,52.0,1.0
BR Insurance,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.1,0.4,0.6,49.8,10.2,4.1,0.41,P-NE-031,81.0,0.95
BR Insurance,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.1,0.4,0.4,34.0,6.0,2.4,0.24,P-NE-031,65.0,1.0
BR Insurance,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.1,0.1,0.4,28.0,12.0,1.2,0.12,P-NE-031,68.0,10.0
BR Insurance,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.1,0.1,0.6,60.0,0.0,0.0,0.0,P-NE-031,46.0,1.0
BR Insurance,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.1,0.3,0.4,34.8,5.2,1.6,0.16,P-NE-031,66.0,2.0
BR Insurance,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.1,0.3,0.6,37.8,22.2,6.7,0.67,P-NE-031,43.0,0.96
CA Insurance,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.15,0.1,0.4,40.0,0.0,0.0,0.0,P-NE-031,34.0,8.5
CA Insurance,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.15,0.1,0.6,33.0,27.0,2.7,0.41,P-NE-031,37.0,0.99
CA Insurance,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.15,0.3,0.4,33.2,6.8,2.0,0.31,P-NE-031,42.0,0.97
CA Insurance,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.15,0.3,0.6,51.0,9.0,2.7,0.41,P-NE-031,46.0,1.0
CA Insurance,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.15,0.4,0.35,24.5,10.5,4.2,0.63,P-NE-031,62.0,12.0
CA Insurance,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.15,0.4,0.65,65.0,0.0,0.0,0.0,P-NE-031,34.0,1.0
CA Insurance,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.15,0.2,0.6,52.2,7.8,1.6,0.23,P-NE-031,50.0,4.0
CA Insurance,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.15,0.2,0.4,25.2,14.8,3.0,0.44,P-NE-031,64.0,0.97
Cost,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.05,0.1,0.55,55.0,0.0,0.0,0.0,P-NE-031,36.0,8.9
Cost,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.05,0.1,0.45,24.8,20.3,2.0,0.1,P-NE-031,37.0,1.0
Cost,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.05,0.2,0.6,49.8,10.2,2.0,0.1,P-NE-031,70.0,0.96
Cost,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.05,0.2,0.4,34.0,6.0,1.2,0.06,P-NE-031,75.0,1.0
Cost,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.05,0.4,0.45,31.5,13.5,5.4,0.27,P-NE-031,61.0,12.0
Cost,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.05,0.4,0.55,55.0,0.0,0.0,0.0,P-NE-031,45.0,1.0
Cost,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.05,0.3,0.4,34.8,5.2,1.6,0.08,P-NE-031,79.0,1.0
Cost,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.05,0.3,0.6,37.8,22.2,6.7,0.33,P-NE-031,59.0,1.0
GL Insurance,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.15,0.25,0.4,40.0,0.0,0.0,0.0,P-NE-031,66.0,9.0
GL Insurance,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.15,0.25,0.6,33.0,27.0,6.8,1.01,P-NE-031,73.0,1.0
GL Insurance,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.15,0.4,0.6,49.8,10.2,4.1,0.61,P-NE-031,52.0,0.99
GL Insurance,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.15,0.4,0.4,34.0,6.0,2.4,0.36,P-NE-031,58.0,1.0
GL Insurance,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.15,0.05,0.4,28.0,12.0,0.6,0.09,P-NE-031,63.0,11.0
GL Insurance,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.15,0.05,0.6,60.0,0.0,0.0,0.0,P-NE-031,68.0,1.0
GL Insurance,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.15,0.3,0.4,34.8,5.2,1.6,0.23,P-NE-031,68.0,2.0
GL Insurance,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.15,0.3,0.6,37.8,22.2,6.7,1.0,P-NE-031,53.0,0.94
Safety,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.05,0.3,0.35,35.0,0.0,0.0,0.0,P-NE-031,26.0,8.1
Safety,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.05,0.3,0.65,35.8,29.3,8.8,0.44,P-NE-031,21.0,1.0
Safety,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.05,0.25,0.6,49.8,10.2,2.6,0.13,P-NE-031,44.0,0.91
Safety,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.05,0.25,0.4,34.0,6.0,1.5,0.08,P-NE-031,44.0,1.0
Safety,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.05,0.05,0.4,28.0,12.0,0.6,0.03,P-NE-031,74.0,8.0
Safety,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.05,0.05,0.6,60.0,0.0,0.0,0.0,P-NE-031,47.0,1.0
Safety,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.05,0.4,0.4,34.8,5.2,2.1,0.1,P-NE-031,62.0,3.0
Safety,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.05,0.4,0.6,37.8,22.2,8.9,0.44,P-NE-031,49.0,0.95
Schedule,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.05,0.1,0.4,40.0,0.0,0.0,0.0,P-NE-031,48.0,9.1
Schedule,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.05,0.1,0.6,33.0,27.0,2.7,0.14,P-NE-031,74.0,1.0
Schedule,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.05,0.3,0.4,33.2,6.8,2.0,0.1,P-NE-031,32.0,0.95
Schedule,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.05,0.3,0.6,51.0,9.0,2.7,0.14,P-NE-031,50.0,1.0
Schedule,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.05,0.3,0.45,31.5,13.5,4.1,0.2,P-NE-031,49.0,15.0
Schedule,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.05,0.3,0.55,55.0,0.0,0.0,0.0,P-NE-031,41.0,1.0
Schedule,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.05,0.3,0.6,52.2,7.8,2.3,0.12,P-NE-031,42.0,4.0
Schedule,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.05,0.3,0.4,25.2,14.8,4.4,0.22,P-NE-031,55.0,0.99
WC Insurance,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.05,0.05,0.35,35.0,0.0,0.0,0.0,P-NE-031,76.0,9.1
WC Insurance,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.05,0.05,0.65,35.8,29.3,1.5,0.07,P-NE-031,59.0,1.0
WC Insurance,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.05,0.025,0.45,37.4,7.7,0.2,0.01,P-NE-031,47.0,0.93
WC Insurance,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.05,0.025,0.55,46.8,8.3,0.2,0.01,P-NE-031,78.0,1.0
WC Insurance,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.05,0.025,0.4,28.0,12.0,0.3,0.02,P-NE-031,54.0,14.0
WC Insurance,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.05,0.025,0.6,60.0,0.0,0.0,0.0,P-NE-031,27.0,0.99
WC Insurance,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.05,0.9,0.4,34.8,5.2,4.7,0.23,P-NE-031,64.0,2.0
WC Insurance,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.05,0.9,0.6,37.8,22.2,20.0,1.0,P-NE-031,63.0,0.94
BR Insurance,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.1,0.2,0.4,40.0,0.0,0.0,0.0,P-SE-032,49.0,8.7
BR Insurance,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.1,0.2,0.6,33.0,27.0,5.4,0.54,P-SE-032,29.0,1.0
BR Insurance,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.1,0.4,0.6,49.8,10.2,4.1,0.41,P-SE-032,15.0,0.95
BR Insurance,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.1,0.4,0.4,34.0,6.0,2.4,0.24,P-SE-032,24.0,1.0
BR Insurance,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.1,0.1,0.4,28.0,12.0,1.2,0.12,P-SE-032,57.0,13.0
BR Insurance,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.1,0.1,0.6,60.0,0.0,0.0,0.0,P-SE-032,43.0,1.0
BR Insurance,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.1,0.3,0.4,34.8,5.2,1.6,0.16,P-SE-032,22.0,5.0
BR Insurance,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.1,0.3,0.6,37.8,22.2,6.7,0.67,P-SE-032,49.0,1.0
CA Insurance,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.15,0.1,0.4,40.0,0.0,0.0,0.0,P-SE-032,48.0,9.0
CA Insurance,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.15,0.1,0.6,33.0,27.0,2.7,0.41,P-SE-032,28.0,1.0
CA Insurance,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.15,0.3,0.4,33.2,6.8,2.0,0.31,P-SE-032,27.0,0.93
CA Insurance,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.15,0.3,0.6,51.0,9.0,2.7,0.41,P-SE-032,9.0,1.0
CA Insurance,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.15,0.4,0.35,24.5,10.5,4.2,0.63,P-SE-032,12.0,27.0
CA Insurance,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.15,0.4,0.65,65.0,0.0,0.0,0.0,P-SE-032,34.0,0.96
CA Insurance,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.15,0.2,0.6,52.2,7.8,1.6,0.23,P-SE-032,51.0,4.0
CA Insurance,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.15,0.2,0.4,25.2,14.8,3.0,0.44,P-SE-032,64.0,0.98
Cost,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.05,0.1,0.55,55.0,0.0,0.0,0.0,P-SE-032,26.0,8.3
Cost,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.05,0.1,0.45,24.8,20.3,2.0,0.1,P-SE-032,33.0,1.0
Cost,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.05,0.2,0.6,49.8,10.2,2.0,0.1,P-SE-032,21.0,0.95
Cost,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.05,0.2,0.4,34.0,6.0,1.2,0.06,P-SE-032,28.0,1.0
Cost,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.05,0.4,0.45,31.5,13.5,5.4,0.27,P-SE-032,68.0,10.0
Cost,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.05,0.4,0.55,55.0,0.0,0.0,0.0,P-SE-032,37.0,1.0
Cost,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.05,0.3,0.4,34.8,5.2,1.6,0.08,P-SE-032,8.0,7.0
Cost,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.05,0.3,0.6,37.8,22.2,6.7,0.33,P-SE-032,4.0,0.97
GL Insurance,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.15,0.25,0.4,40.0,0.0,0.0,0.0,P-SE-032,60.0,9.4
GL Insurance,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.15,0.25,0.6,33.0,27.0,6.8,1.01,P-SE-032,59.0,1.0
GL Insurance,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.15,0.4,0.6,49.8,10.2,4.1,0.61,P-SE-032,36.0,0.95
GL Insurance,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.15,0.4,0.4,34.0,6.0,2.4,0.36,P-SE-032,24.0,1.0
GL Insurance,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.15,0.05,0.4,28.0,12.0,0.6,0.09,P-SE-032,5.0,28.0
GL Insurance,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.15,0.05,0.6,60.0,0.0,0.0,0.0,P-SE-032,21.0,1.0
GL Insurance,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.15,0.3,0.4,34.8,5.2,1.6,0.23,P-SE-032,50.0,3.0
GL Insurance,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.15,0.3,0.6,37.8,22.2,6.7,1.0,P-SE-032,20.0,0.98
Safety,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.05,0.3,0.35,35.0,0.0,0.0,0.0,P-SE-032,9.0,7.8
Safety,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.05,0.3,0.65,35.8,29.3,8.8,0.44,P-SE-032,26.0,1.0
Safety,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.05,0.25,0.6,49.8,10.2,2.6,0.13,P-SE-032,26.0,0.92
Safety,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.05,0.25,0.4,34.0,6.0,1.5,0.08,P-SE-032,10.0,1.0
Safety,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.05,0.05,0.4,28.0,12.0,0.6,0.03,P-SE-032,5.0,28.0
Safety,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.05,0.05,0.6,60.0,0.0,0.0,0.0,P-SE-032,24.0,0.96
Safety,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.05,0.4,0.4,34.8,5.2,2.1,0.1,P-SE-032,62.0,3.0
Safety,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.05,0.4,0.6,37.8,22.2,8.9,0.44,P-SE-032,60.0,0.97
Schedule,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.05,0.1,0.4,40.0,0.0,0.0,0.0,P-SE-032,39.0,8.9
Schedule,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.05,0.1,0.6,33.0,27.0,2.7,0.14,P-SE-032,51.0,0.97
Schedule,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.05,0.3,0.4,33.2,6.8,2.0,0.1,P-SE-032,13.0,0.93
Schedule,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.05,0.3,0.6,51.0,9.0,2.7,0.14,P-SE-032,27.0,1.0
Schedule,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.05,0.3,0.45,31.5,13.5,4.1,0.2,P-SE-032,29.0,21.0
Schedule,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.05,0.3,0.55,55.0,0.0,0.0,0.0,P-SE-032,44.0,0.96
Schedule,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.05,0.3,0.6,52.2,7.8,2.3,0.12,P-SE-032,53.0,3.0
Schedule,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.05,0.3,0.4,25.2,14.8,4.4,0.22,P-SE-032,37.0,0.97
WC Insurance,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.05,0.05,0.35,35.0,0.0,0.0,0.0,P-SE-032,18.0,8.5
WC Insurance,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.05,0.05,0.65,35.8,29.3,1.5,0.07,P-SE-032,42.0,1.0
WC Insurance,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.05,0.025,0.45,37.4,7.7,0.2,0.01,P-SE-032,37.0,0.96
WC Insurance,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.05,0.025,0.55,46.8,8.3,0.2,0.01,P-SE-032,41.0,1.0
WC Insurance,financialReconciliation,Final Payment Received Time,0.0,30,< 30 days,days,False,4,0.05,0.025,0.4,28.0,12.0,0.3,0.02,P-SE-032,30.0,20.0
WC Insurance,financialReconciliation,Subcontractor Final Payments,1.0,1,100%,%,True,2,0.05,0.025,0.6,60.0,0.0,0.0,0.0,P-SE-032,9.0,0.96
WC Insurance,punchlistCompletion,Avg Time to Close Punch Item,0.0,7,< 7 days,days,False,2,0.05,0.9,0.4,34.8,5.2,4.7,0.23,P-SE-032,35.0,5.0
WC Insurance,punchlistCompletion,Punch List Items Closed Rate,0.95,1,> 95%,%,True,3,0.05,0.9,0.6,37.8,22.2,20.0,1.0,P-SE-032,56.0,1.0
BR Insurance,clientHandover,Client Satisfaction Score,8.0,10,> 8,/10,True,4,0.1,0.2,0.4,40.0,0.0,0.0,0.0,P-MW-033,88.0,9.4
BR Insurance,clientHandover,Client Training Completion,1.0,1,100%,%,True,2,0.1,0.2,0.6,33.0,27.0,5.4,0.54,P-MW-033,83.0,0.99
BR Insurance,finalDocumentation,As-Built Drawing Accuracy,0.9,1,> 90%,%,True,3,0.1,0.4,0.6,49.8,10.2,4.1,0.41,P-MW-033,89.0,1.0
BR Insurance,finalDocumentation,O&M Manuals Submitted Timely,1.0,1,100%,%,True,3,0.1,0.4,0.4,34.0,6.0,2.4,0.24,P-MW-033,86.0,1.0
